id,smiles,mw,hbd,hba,rot_bonds,net_charge,ring_count,fsp3,tpsa,aromatic_rings,total_stereo,undefined_stereo,logp,rank,context,target_name,effector_name,reference_ligand_count,centroid_score
m_279130____28583316____28139432____28193274,CN1CC(CNC(=O)COc2cccc(-c3cn(-c4cccc(CN)c4)nn3)c2)CC1=O,434.5,2.0,7.0,8.0,0,4,0.304,115.37,3,1,1,1.37,1,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.7325041890144348
m_279130____28130718____28139630____28194342,COC(C)C(C)n1cc(COc2cccc(C(=O)NC3CCc4ccccc4NC3=O)c2)nn1,463.54,2.0,7.0,8.0,0,4,0.36,107.37,3,3,1,3.14,2,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.7249119281768799
s_38____15502722____6737684,CC(C)(C)OC(=O)Cn1ccc2cc(NC3CCN(c4ccc(C#N)cc4)C3=O)ccc21,430.51,1.0,6.0,5.0,0,4,0.32,87.36,3,1,1,4.07,3,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.7191437482833862
m_275592____18896640____14139000____15859198,CN1CCC(CC(=O)N(C)C2CC3CCC(C2)N3C(=O)c2cccc3c2OCO3)C1=O,427.5,0.0,5.0,4.0,0,5,0.609,79.39,1,4,1,1.88,4,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.719016969203949
m_279130____28115674____28139558____28193850,CC(C)(C)N1CCC(NC(=O)c2cccc(-c3cn(CC4C5CNCC54)nn3)c2F)C1=O,440.52,2.0,6.0,5.0,0,5,0.565,92.15,2,4,1,1.68,5,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.715776801109314
m_279130____28126286____28139584____28195426,CN1CC(NC(=O)c2ccc(OCc3cn(-c4c(Cl)cccc4C#N)nn3)cc2)CC1=O,450.89,1.0,7.0,6.0,0,4,0.227,113.14,3,1,1,2.33,6,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.7151752710342407
m_274860____17152418____17196330____17179542,CN(Cc1cn(-c2cncc(C(=O)NC3CCN(c4ccc(F)cc4)C3=O)c2)nn1)C1CCCCC1,491.57,1.0,7.0,7.0,0,5,0.423,96.25,3,1,1,3.1,7,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.7093437910079956
m_280190____19292532____19336694____23040974,CN1CCCC(NC(=O)Cc2ccc(-n3cc(-c4cccc(C(=O)O)c4)nn3)cc2)C1=O,433.47,2.0,6.0,6.0,0,4,0.261,117.42,3,1,1,1.91,8,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.7091574668884277
m_274860____17129652____17191386____23196534,CN1CCC(NC(=O)c2cccc(Cn3cc(-c4ccc(OC(F)F)nc4)nn3)c2)C1=O,442.43,1.0,7.0,7.0,0,4,0.286,102.24,3,1,1,1.95,9,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.7056831121444702
m_274552____24795966____15946596____15978352,CN1CCC(NC(=O)c2cccc(-c3cccc(CNC(=O)c4ccc(CO)cn4)c3)c2)C1=O,458.52,3.0,5.0,7.0,0,4,0.231,111.63,3,1,1,2.13,10,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.7029169201850891
m_279130____28098810____28139558____28195630,CC(C)N1CCC(NC(=O)c2cccc(-c3cn(Cc4nc5ccccc5[nH]4)nn3)c2F)C1=O,461.5,2.0,6.0,6.0,0,5,0.292,108.8,4,1,1,2.75,11,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.7016127109527588
m_279130____28136632____28166566____28194282,CC1(C)CC(Cn2cc(-c3cccc(C(C)(C)NC(=O)COC4CCOC4)c3)nn2)NC1=O,455.56,2.0,7.0,8.0,0,4,0.583,107.37,2,2,1,2.02,12,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.697838306427002
m_274860____24675740____17196330____23179638,CN1CCC(NC(=O)c2cncc(-n3cc(-c4cnn(CC(F)(F)F)c4)nn3)c2)C1=O,434.38,1.0,8.0,5.0,0,4,0.333,110.83,3,1,0,1.05,13,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6943415999412537
m_279130____28137296____28187882____28194460,CCN(CCc1cn(C2CCCNC2=O)nn1)C(=O)C(O)C(C)C,337.42,2.0,6.0,7.0,0,2,0.75,100.35,1,2,1,0.14,14,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6942788362503052
s_2624____32261312____27379700,CC(NC(=O)COc1cccc2c1C(=O)OC2)c1ccccc1,311.34,1.0,4.0,5.0,0,3,0.222,64.63,2,1,0,2.61,15,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6937113404273987
s_188690____28251002____21752422,O=C(O)c1cccc(C2(O)CN(C(=O)CN3CCCCC(OCc4ccccc4)C3=O)C2)c1,452.51,2.0,5.0,7.0,0,4,0.4,107.38,2,1,1,2.01,16,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6914393901824951
m_279130____28128474____28139432____28194138,CN1CCCCC(NC(=O)COc2cccc(-c3cn(C4CCCc5cccnc54)nn3)c2)C1=O,474.56,1.0,7.0,6.0,0,5,0.423,102.24,3,2,0,2.77,17,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6914169192314148
m_274860____24684052____17191386____12655760,CN1CCCC(CNC(=O)c2cccc(Cn3cc(COc4ccccc4O)nn3)c2)C1=O,449.51,2.0,7.0,8.0,0,4,0.333,109.58,3,1,1,2.21,18,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6907842755317688
m_279130____28127286____28139520____28194396,CN1CCC(NC(=O)CCc2cccc(-c3cn(C4CCC(N)CC4)nn3)c2)CC1=O,424.55,2.0,6.0,6.0,0,4,0.565,106.14,2,1,1,2.06,19,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6894983053207397
m_274552____23519944____15946596____13454298,CN1CCC(NC(=O)CC2C3CCC(C3)N2C(=O)Cc2cccnc2)C1=O,370.45,1.0,4.0,5.0,0,4,0.6,82.61,1,4,1,0.74,20,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6889675259590149
s_240690____17028170____9111808,N#Cc1ccc(CN2CCC(NC(=O)c3ccc4c(c3)CNCC4)C2=O)cc1,374.44,2.0,4.0,4.0,0,4,0.318,85.23,2,1,1,1.74,21,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6854695677757263
m_279130____28125040____28139440____28194012,NC1CCCCC1n1cc(-c2cccc(CC(=O)NC3Cc4ccccc4NC3=O)c2)nn1,444.54,3.0,6.0,5.0,0,5,0.36,114.93,3,3,1,2.61,22,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6830998659133911
m_279130____28118686____28595644____28196366,CN1CCCC(NC(=O)C2(c3cccc(-c4cn(-c5ccc(C(=O)O)cc5)nn4)c3)CC2)C1=O,459.51,2.0,6.0,6.0,0,5,0.32,117.42,3,1,1,2.4,23,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6824514269828796
m_274860____24686502____17196330____23196878,CN1CCC(NC(=O)c2cncc(-n3cc(-c4cnn(C5CC5)c4)nn3)c2)C1=O,392.42,1.0,8.0,5.0,0,5,0.368,110.83,3,1,0,0.82,24,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6823620796203613
s_38____15502722____9330234,CC(C)(C)OC(=O)Cn1ccc2cc(NC3CCN(c4cccc(Br)c4)C3=O)ccc21,484.39,1.0,5.0,5.0,0,4,0.333,63.57,3,1,1,4.96,25,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6814649701118469
m_279130____28125436____28139658____28194998,CN1CCC(NC(=O)c2cccc(-c3cn(-c4ccnc(CO)c4)nn3)c2)C1=O,392.42,2.0,7.0,5.0,0,4,0.25,113.24,3,1,1,0.78,26,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6742286086082458
m_279130____28070906____28139612____28194228,CC1(C)CC(Cn2cc(-c3ccc(CC(=O)NN4Cc5ccccc5C4)cc3)nn2)NC1=O,444.54,2.0,6.0,6.0,0,5,0.36,92.15,3,1,0,2.45,27,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6734998822212219
m_274552____23519944____24996032____15979564,CN1CCC(NC(=O)CC2C3CCC(C3)N2C(=O)Cc2ccccc2F)C1=O,387.45,1.0,3.0,5.0,0,4,0.571,69.72,1,4,0,1.49,28,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6709519624710083
m_274552____18977470____24996032____25040808,CN1CCC(NC(=O)CC2CCC(NC(=O)C3CC4(CC(=O)C4)C3)CC2)C1=O,389.5,2.0,4.0,5.0,0,4,0.81,95.58,0,1,0,1.16,29,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6684324741363525
m_274860____17145646____17196330____24645940,CN1CC(CNC(=O)c2cncc(-n3cc(-c4ccc5nn(C)cc5c4)nn3)c2)CC1=O,430.47,1.0,8.0,5.0,0,5,0.273,110.83,4,1,1,1.42,30,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6681718230247498
s_1458____8157246____27081598,CC(C)(C)N1CCCC(OC(=O)c2cncc(N)c2)C1=O,291.35,1.0,5.0,2.0,0,2,0.533,85.52,1,1,1,1.61,31,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6672084927558899
m_274552____23519444____24978998____15980878,CN1CCC(NC(=O)C2(C3CC3)CN(C(=O)c3ccc(CO)cc3)C2)C1=O,371.44,2.0,4.0,5.0,0,4,0.55,89.95,1,1,0,0.38,32,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6662567853927612
m_274552____23522546____13731338____15979166,CC(NC(=O)C1(F)CCN(C(=O)CC2CCN(C)C2=O)CC1)c1ccccc1,389.47,1.0,3.0,5.0,0,3,0.571,69.72,1,2,1,2.06,33,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6638991236686707
m_2230____13841912____6475730,CC(C)N(CCO)CC1CCN(C2CCN(C3CCOCC3)C2=O)CC1,367.53,1.0,5.0,7.0,0,3,0.95,56.25,0,1,1,1.18,34,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6627295613288879
m_279130____28593176____28595666____28610512,CN1OCC(NC(=O)c2c(-c3cn(CCc4ccc(F)cc4)nn3)cnn2C)C1=O,413.41,1.0,8.0,6.0,0,4,0.316,107.17,3,1,0,0.56,35,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6607140898704529
m_274552____23519290____24996032____15985940,CN1CCC(NC(=O)CCC2(C)CN(C(=O)c3cccc(CC#N)c3)C2)C1=O,382.46,1.0,4.0,6.0,0,3,0.524,93.51,1,1,0,1.34,36,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6592796444892883
m_279130____28127286____28139522____28194982,CN1CCC(NC(=O)Cn2cc(-c3cn(-c4cc(O)ccc4F)nn3)cn2)CC1=O,413.41,2.0,8.0,5.0,0,4,0.316,118.17,3,1,1,0.71,37,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6590880751609802
s_240690____10873714____9111814,Cc1ccc(CN2CCC(NC(=O)c3coc(CN)c3)C2=O)cc1,327.38,2.0,4.0,5.0,0,3,0.333,88.57,2,1,1,1.58,38,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6573342680931091
s_11____5000176____91543,COc1ccc(CN2CCC(NC(=O)CSc3ccncc3)C2=O)cc1,371.46,1.0,5.0,7.0,0,3,0.316,71.53,2,1,1,2.1,39,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6570735573768616
m_280190____19301008____18077388____19344660,CN1CCC(CNC(=O)c2ccccc2Cn2cc(-c3ccc(C(=O)O)cc3)nn2)CC1=O,447.5,2.0,6.0,7.0,0,4,0.292,117.42,3,1,1,2.29,40,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6569072604179382
s_44____30215430____4822380,CC(C)(O)C(F)(F)CNC1CCN(c2ccccc2F)C1=O,316.32,2.0,3.0,5.0,0,2,0.533,52.57,1,1,1,1.93,41,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6567662954330444
m_279130____28137284____28191326____28195624,CSc1cccc(C(=O)NC(C)c2cn(CCC3CCN(C)C(=O)O3)nn2)c1,403.51,1.0,7.0,7.0,0,3,0.474,89.35,2,2,1,2.72,42,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6561623215675354
m_279130____28085148____28139658____28193944,CN1CCC(NC(=O)c2cccc(-c3cn(CC4CC(C(C)(C)C)=NO4)nn3)c2)C1=O,424.5,1.0,7.0,5.0,0,4,0.5,101.71,2,2,1,2.1,43,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6559150815010071
s_240690____7359864____15080958,NC1CCCN(CC(=O)Nc2cccc(COC3CCCCC3)c2)C1=O,359.47,2.0,4.0,6.0,0,3,0.6,84.66,1,1,1,2.42,44,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6555637717247009
s_2708____14044000____26255580,Cc1cccc(N2CCC(NC(=O)N(C)C3CC(C)(O)C3)C2=O)c1,331.42,2.0,3.0,3.0,0,3,0.556,72.88,1,1,1,1.66,45,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6555491089820862
s_11____7920430____26278108,Cn1c(=O)n(C)c2cc(COc3cccc(C(=O)NC4CCCN(Cc5ccccc5)C4=O)c3)ccc21,498.58,1.0,6.0,7.0,0,5,0.276,85.57,4,1,1,3.38,46,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6552024483680725
m_279130____28105598____28139482____28195102,COc1ccc(-n2cc(-c3ccc(OCC(=O)NC4CCc5ccccc5C4=O)cc3)nn2)cc1C,482.54,1.0,7.0,7.0,0,5,0.214,95.34,4,1,1,3.94,47,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6543115377426147
m_274552____23522666____24995188____15979166,CN1CCC(CC(=O)NC(C)(C)C(=O)Nc2ccc(F)cc2)C1=O,335.38,2.0,3.0,5.0,0,2,0.471,78.51,1,1,1,1.53,48,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6540583372116089
s_11____15424040____26277188,CC(C)(C)OC(=O)N1CC2C(CC(=O)NC3CCCN(c4ccc(Br)cc4)C3=O)C2C1,492.41,1.0,4.0,4.0,0,4,0.609,78.95,1,4,1,3.56,49,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6536722779273987
s_11____11566674____53978,CC(C)(C)N1CCC(NC(=O)COc2ccccc2Cc2ccccc2)C1=O,380.49,1.0,3.0,6.0,0,3,0.391,58.64,2,1,1,3.17,50,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6531897187232971
m_274552____23522596____13184766____25031748,CC(NC(=O)C1(C)CN(C(=O)Cc2cccc(C#N)c2)C1)c1ccccc1,361.44,1.0,3.0,5.0,0,3,0.318,73.2,2,1,1,2.83,51,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6525393128395081
m_274552____23522432____13184766____15985244,CC(NC(=O)CN(C(=O)C1CCSCC1)C(C)C)c1ccccc1,348.51,1.0,3.0,6.0,0,2,0.579,49.41,1,1,1,3.24,52,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6517325639724731
s_1458____25973412____7025606,COc1ccccc1N1CCC(OC(=O)Cn2nccc2N)C1=O,330.34,1.0,7.0,5.0,0,3,0.312,99.68,2,1,1,0.82,53,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6512286067008972
m_280190____22875116____28051366____19344660,CN1CCC(NC(=O)c2ccc(F)cc2-n2cc(-c3ccc(C(=O)O)cc3)nn2)CC1=O,437.43,2.0,6.0,5.0,0,4,0.227,117.42,3,1,1,2.12,54,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.649902880191803
m_279130____28127286____28139552____28193864,CN1CCC(NC(=O)c2cccc(SCc3cn(C4CCCCC4N)nn3)c2)CC1=O,442.59,2.0,7.0,6.0,0,4,0.545,106.14,2,3,1,2.36,55,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6485196948051453
m_275592____25034718____21832844____25329072,CON1CC(C(=O)NC2Cc3ccccc3C2NC(=O)C2(C#N)CCCCCC2)CC1=O,438.53,2.0,5.0,5.0,0,4,0.583,111.53,1,3,1,2.16,56,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6470117568969727
m_276010____24753682____17250656____24752056,CN(CCc1cn(C2CCCCNC2=O)nn1)C(=O)CSc1cccc(Br)c1,466.4,1.0,6.0,7.0,0,3,0.474,80.12,2,1,1,2.67,57,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6468059420585632
m_274552____23520356____15970870____15976902,CN1CCC(N(C)C(=O)C2(C)CC(NC(=O)c3cccc(O)c3)C2)C1=O,359.43,2.0,4.0,4.0,0,3,0.526,89.95,1,1,1,0.98,58,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6462411880493164
m_274552____23414884____15970870____15979782,CN1CCC(N(C)C(=O)C2CC(F)(F)CN2C(=O)c2ccc(N)cn2)C1=O,381.38,1.0,5.0,3.0,0,3,0.529,99.84,1,2,1,0.2,59,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6461740136146545
s_240690____17028170____17784358,N#Cc1ccc(CN2CCC(NC(=O)c3cccc(C4(CN)CC4)c3)C2=O)cc1,388.47,2.0,4.0,6.0,0,4,0.348,99.22,2,1,1,2.08,60,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6460710763931274
m_279130____28137306____28190064____28193984,CC(C)(C)N(CCc1cn(CC2CCCCNC2=O)nn1)C(=O)c1cccc(Br)c1,476.42,1.0,5.0,6.0,0,3,0.545,80.12,2,1,1,3.44,61,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6451815962791443
m_274552____23522596____24998246____15978998,CN1CCC(NC(=O)C2(C)CN(C(=O)C3CC3c3ccccc3)C2)CC1=O,369.46,1.0,3.0,4.0,0,4,0.571,69.72,1,3,1,1.38,62,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6451398134231567
m_274552____23414964____24998246____15980878,CN1CCC(NC(=O)C(NC(=O)c2ccc(CO)cc2)C2CCCCC2)CC1=O,401.51,3.0,4.0,6.0,0,3,0.591,98.74,1,2,1,1.59,63,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6433306932449341
m_274860____24686502____17191386____23179818,CN1CCC(NC(=O)c2cccc(Cn3cc(-c4ccc(CCO)cc4)nn3)c2)C1=O,419.49,2.0,6.0,7.0,0,4,0.304,100.35,3,1,0,1.49,64,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6432220339775085
s_527____15111996____11982806,CC(C)C(NC(=O)CC(C)N1CCCC1=O)C(=O)OCc1ccccc1,360.45,1.0,4.0,8.0,0,2,0.55,75.71,1,2,1,2.27,65,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6430755257606506
m_274552____23519364____24998246____15979482,CN1CCC(NC(=O)C2CC3CN(C(=O)c4cccc(CO)c4)CC3C2)CC1=O,399.49,2.0,4.0,4.0,0,4,0.591,89.95,1,4,1,1.01,66,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6425896883010864
m_279130____28135886____28139552____28194452,CC(C)(C)c1nocc1Cn1cc(CSc2cccc(C(=O)NC3CCCCNC3=O)c2)nn1,482.61,2.0,8.0,7.0,0,4,0.458,114.94,3,1,0,3.3,67,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6425503492355347
m_274860____17150058____17191386____23179480,O=C1CCC(CNC(=O)c2cccc(Cn3cc(-c4cccc5cccnc45)nn3)c2)N1,426.48,2.0,6.0,6.0,0,5,0.208,101.8,4,1,0,2.55,68,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6420365571975708
s_282770____26516998____26569524,Cc1ccc(OCC(=O)NC2CCN(C3CCNCC3)C2=O)c(C(C)(C)C)c1,387.52,2.0,4.0,5.0,0,3,0.636,70.67,1,1,1,2.14,69,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6420332789421082
m_279130____28085148____28595688____28194130,CN1CCC(NC(=O)C2(Cc3cn(-c4ccc5c(c4)NCCC5)nn3)CCCCC2)C1=O,436.56,2.0,6.0,5.0,0,5,0.583,92.15,2,1,0,2.46,70,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.641948938369751
s_38____27005798____6737686,CN1CCN(C(=O)Cc2cccc(NC3CCN(c4ccccc4)C3=O)c2)CC1,392.5,1.0,4.0,5.0,0,4,0.391,55.89,2,1,1,2.22,71,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6419484615325928
s_11____22175718____10965086,Cc1ccc(CN2CCC(NC(=O)c3cc(C(=O)c4cccc5ccccc45)cn3C)C2=O)cc1,465.55,1.0,4.0,6.0,0,5,0.207,71.41,4,1,1,4.25,72,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6412344574928284
m_279130____28121936____28139630____28194396,NC1CCC(n2cc(COc3cccc(C(=O)NC4CCN(c5ccccc5)C4=O)c3)nn2)CC1,474.56,2.0,7.0,7.0,0,5,0.385,115.37,3,1,1,2.83,73,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6411267518997192
m_279130____28076696____28139552____28194460,CC(NC(=O)c1cccc(SCc2cn(C3CCCNC3=O)nn2)c1)C1CCOCC1,443.57,2.0,7.0,7.0,0,4,0.545,98.14,2,2,1,2.57,74,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6410700678825378
m_279130____28125436____28139432____28196326,CN1CCC(NC(=O)COc2cccc(-c3cn(Cc4ccccc4C#N)nn3)c2)C1=O,430.47,1.0,7.0,7.0,0,4,0.261,113.14,3,1,1,1.59,75,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6404478549957275
m_276010____24754198____17248378____17281242,CCCCc1cn(C2CCN(C3CCN(C(=O)c4cc(F)cc5ccccc45)CC3)C2=O)nn1,463.56,0.0,5.0,6.0,0,5,0.462,71.33,3,1,1,3.99,76,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6402098536491394
m_274552____23522568____24978998____25036998,CN1CCC(NC(=O)C2C3CCC(C3)N2C(=O)c2cc(O)ncc2F)C1=O,376.39,2.0,5.0,3.0,0,4,0.556,102.84,1,4,0,0.27,77,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6399738788604736
s_2230____22410342____7466746,N#Cc1ccc(CN2CCC(NCC(=O)NC(=O)Nc3ccccc3)C2=O)cc1,391.43,3.0,5.0,6.0,0,3,0.238,114.33,2,1,1,1.6,78,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6398263573646545
m_279130____28123082____28137852____28194478,CCN1CCCC(n2cc(-c3ccc(C(=O)NC4(C)Cc5ccccc5C4)nc3)nn2)C1=O,444.54,1.0,6.0,5.0,0,5,0.4,93.01,3,1,1,2.81,79,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6396047472953796
s_527____14043990____15768338,Cc1cccc(N2CCC(NC(=O)C3(NC(=O)OC(C)(C)C)CCSCC3)C2=O)c1,433.57,2.0,5.0,4.0,0,3,0.591,87.74,1,1,1,3.01,80,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6390451788902283
s_44____30523990____69147,COc1cccc(NC(=O)C(NC2CCN(C)C2=O)c2ccccc2)c1,353.42,2.0,4.0,6.0,0,3,0.3,70.67,2,2,1,2.19,81,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6377764344215393
s_276436____14085360____31181890,CN1CC(OC(=O)c2cccc3c(Br)cncc23)CC1=O,349.18,0.0,4.0,2.0,0,3,0.267,59.5,2,1,0,2.38,82,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6377401351928711
m_279130____28137248____28188410____28194420,CC1(C)CC(Cn2cc(CN3CCCC3CNC(=O)c3cccc4ccncc34)nn2)OC1=O,462.55,1.0,8.0,7.0,0,5,0.48,102.24,3,2,1,2.56,83,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6376541256904602
m_279130____28127286____28139638____28194864,CN1CCC(NC(=O)c2ccc(-c3cn(CCn4cnc5ccccc54)nn3)c(Cl)c2)CC1=O,477.96,1.0,7.0,6.0,0,5,0.292,97.94,4,1,1,3.0,84,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6373304724693298
s_527____25332594____602746,COc1ccccc1N1CCC(NC(=O)CN2CCCCC2=O)C1=O,345.4,1.0,4.0,5.0,0,3,0.5,78.95,1,1,1,0.93,85,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6372790336608887
s_1458____27714678____20616020,COc1ccc(C(=O)OC2CCN(Cc3ccc(F)cc3)C2=O)c2cn(C)nc12,397.41,0.0,6.0,5.0,0,4,0.286,73.66,3,1,1,2.68,86,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6366857886314392
m_276010____24754200____24764518____24751882,CN1CC(C(=O)NCC2CCC(Cn3cc(-c4ccnc5ccccc45)nn3)CC2)NC1=O,447.54,2.0,6.0,6.0,0,5,0.458,105.04,3,1,0,2.44,87,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6362530589103699
m_274860____24686502____15234896____12656032,CN1CCC(NC(=O)c2ccc(Cn3cc(-c4cccc5cnccc45)nn3)o2)C1=O,416.44,1.0,7.0,5.0,0,5,0.227,106.15,4,1,0,2.1,88,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6356959939002991
m_276010____17281890____17270658____24752168,CCc1cccc(N2CC(C(=O)N3CCC(OCc4cn(Cc5ccc(C)cc5)nn4)C3)CC2=O)c1,487.6,0.0,6.0,8.0,0,5,0.429,80.56,3,2,1,3.37,89,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.635543942451477
m_279130____28132992____28139562____28194228,CC1(C)CC(Cn2cc(-c3cc(F)cc(C(=O)NC4CCCNC4=O)c3)nn2)NC1=O,428.47,3.0,6.0,5.0,0,4,0.476,118.01,2,2,1,1.01,90,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6354098916053772
s_275550____18166390____27470806____28843072,O=C1CCC(CN(Cc2cnn(-c3ccc(O)cc3)c2)C(=O)c2ccc(F)cc2)N1,408.43,2.0,5.0,6.0,0,4,0.227,87.46,3,1,0,2.64,91,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6351508498191833
m_279130____28096972____28139630____28196124,CN1CCC(CCNC(=O)c2cccc(OCc3cn(-c4cccc(C#N)c4)nn3)c2)C1=O,444.5,1.0,7.0,8.0,0,4,0.292,113.14,3,1,1,2.32,92,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6349074244499207
m_279130____28128930____28139506____28194448,CCN1CC(CNC(=O)c2ccn(Cc3cn(-c4ccnc5ccccc45)nn3)n2)CC1=O,444.5,1.0,8.0,7.0,0,5,0.304,110.83,4,1,1,1.66,93,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6346771121025085
