id,smiles,mw,hbd,hba,rot_bonds,net_charge,ring_count,fsp3,tpsa,aromatic_rings,total_stereo,undefined_stereo,logp,rank,context,target_name,effector_name,reference_ligand_count,centroid_score
m_275592____18896234____14137290____15860624,Cc1cccc2cc(C(=O)NCC3CC(F)CN3C(=O)C(C)c3ccccc3)nn12,408.48,1.0,4.0,5.0,0,4,0.348,66.71,3,3,0,3.12,5999,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4868219196796417
s_1458____25957424____11355330,COc1ccc(COC(=O)C(C)NC(=O)c2ccc(Br)cc2)c(Br)c1,471.14,1.0,4.0,6.0,0,2,0.222,64.63,2,1,0,4.08,6000,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4868115186691284
m_274552____23522656____13729816____15982390,CCC(NC(=O)CN(C)C(=O)C1CCCC(=O)N1)c1ccccc1,331.42,2.0,3.0,6.0,0,2,0.5,78.51,1,2,1,1.38,6001,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4868088960647583
m_279130____28137244____28184318____28194420,CC1(C)CC(Cn2cc(CN(CC3CC3)C(=O)c3coc4ccccc34)nn2)OC1=O,422.49,0.0,7.0,7.0,0,5,0.478,90.46,3,1,1,3.42,6002,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4867953360080719
m_279130____28133886____28139642____28194200,O=C(NC1CCc2ccccc21)c1cncc(-c2cn(CC(O)c3ccc(F)cc3)nn2)c1,443.48,2.0,6.0,6.0,0,5,0.2,92.93,4,2,0,3.63,6003,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48679447174072266
m_275592____20495474____31947258____15862584,CN1CC(C(=O)NCc2cccc(NC(=O)c3cc(C4(C)CC4)on3)c2)NC1=O,397.44,3.0,5.0,6.0,0,4,0.4,116.57,2,1,0,1.62,6004,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48679298162460327
m_274552____20867576____15971002____13454020,CCC(NC(=O)C(O)CNC(=O)CN(C)C(C)=O)c1ccccc1,335.4,3.0,4.0,8.0,0,1,0.471,98.74,1,2,1,0.21,6005,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48678991198539734
s_38____27008322____6737696,CCN(CC)Cc1cccc(NC2CCN(c3cnn(C)c3)C2=O)c1,341.46,1.0,5.0,7.0,0,3,0.474,53.4,2,1,1,2.48,6006,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48677927255630493
m_279130____28105598____28595574____28194438,CC(c1cccc(F)c1)n1cc(CC2(C(=O)NC3CCc4ccccc4C3=O)CCC2)nn1,446.53,1.0,5.0,6.0,0,5,0.385,76.88,3,2,1,4.05,6007,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4867745637893677
m_276010____17281520____17262290____24751986,COc1cccc(C2(n3cc(C(C)N(C)C(=O)C4CC4c4ccccc4)nn3)CCC2)c1,430.55,0.0,5.0,7.0,0,5,0.423,60.25,3,3,1,4.54,6008,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4867675304412842
s_11____544360____22138252,CC(NC(=O)C(Cc1ccccc1)OC(C)(C)C)c1ccc(C#N)cc1,350.46,1.0,3.0,6.0,0,2,0.364,62.12,2,2,1,4.16,6009,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4867658317089081
m_274552____23521346____24998246____15983290,CN1CCC(NC(=O)c2ccnc(CNC(=O)C(C)(C)CF)c2)CC1=O,364.42,2.0,4.0,6.0,0,2,0.556,91.4,1,1,1,1.04,6010,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48676297068595886
m_279130____28137246____28161532____28194130,CON1CC(C(=O)N(C)CCc2cn(-c3ccc4c(c3)NCCC4)nn2)CC1=O,398.47,1.0,7.0,6.0,0,4,0.5,92.59,2,1,1,1.04,6011,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4867607057094574
m_279130____28135340____28610902____28196148,CCc1cccc(-n2cc(C(O)CC(=O)NC3CCCc4ccccc43)nn2)c1,390.49,2.0,5.0,6.0,0,4,0.348,80.04,3,2,1,3.45,6012,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48675450682640076
m_275592____23207988____13187368____14130778,CC(C(=O)N(C)CC1CCC(NC(=O)C2COCCN2C)CC1)c1ccccc1,401.55,1.0,4.0,6.0,0,3,0.652,61.88,1,2,1,2.25,6013,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4867387115955353
m_282151____30317136____25205110____27553614,COCC(O)CCN(Cc1ccn(C(C)(C)C)c1)C(=O)c1cccnc1C,373.5,1.0,5.0,8.0,0,2,0.524,67.59,2,1,1,2.99,6014,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4867326617240906
s_68____28412264____11967924,CCN(C)C(=O)c1cccc(OC(=O)NC(C)COC)c1,294.35,1.0,4.0,6.0,0,1,0.467,67.87,1,1,1,1.9,6015,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4867282509803772
m_274552____23522454____15957594____25037540,CCC(NC(=O)C1=CCCN(C(=O)C(O)CN(C)C)C1)c1ccccc1,359.47,2.0,4.0,7.0,0,2,0.5,72.88,1,2,0,1.33,6016,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4867197871208191
s_11____16644056____26273370,CC(NC(=O)CN(C)Cc1ccccc1Cl)c1ccco1,306.79,1.0,3.0,6.0,0,2,0.312,45.48,2,1,0,3.24,6017,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48671332001686096
m_274552____23521478____24969510____15985138,CC(C(=O)NCC(C(=O)NCc1cncc(O)c1)C(C)(C)C)c1ccccc1,383.49,3.0,4.0,7.0,0,2,0.409,91.32,2,2,1,2.99,6018,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48671290278434753
s_2708____14044000____23882046,Cc1cccc(N2CCC(NC(=O)N3CCC(n4ccnn4)CC3)C2=O)c1,368.44,1.0,5.0,3.0,0,4,0.474,83.36,2,1,1,1.74,6019,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48670828342437744
m_282151____25166344____25166598____25186034,CCC(C)NC(=O)CCN(Cc1c(C)cccc1F)C(=O)c1ccccc1,370.47,1.0,2.0,8.0,0,2,0.364,49.41,2,1,1,4.08,6020,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4866948127746582
m_279130____28085148____28595544____28194832,CN1CCC(NC(=O)C2(c3cn(CC4(O)CCC4)nn3)CCCC2)C1=O,361.45,2.0,6.0,5.0,0,4,0.778,100.35,1,1,0,0.35,6021,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4866836369037628
m_274552____23414856____13185270____15978086,Cc1cccc(N(C)C(=O)COC2CCN(C(=O)CCC3CCCOC3)C2)c1,388.51,0.0,4.0,7.0,0,3,0.636,59.08,1,2,1,2.78,6022,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.486680805683136
s_11____22175718____15083280,Cc1ccc(CN2CCC(NC(=O)c3c(C)ccc4ncccc34)C2=O)cc1,373.46,1.0,3.0,4.0,0,4,0.261,62.3,3,1,1,3.38,6023,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48667454719543457
s_1458____25924692____10975580,CC(OC(=O)C(C)(C)c1cccc(O)c1)C(=O)c1cccc(F)c1,330.36,1.0,4.0,5.0,0,2,0.263,63.6,2,1,1,3.62,6024,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4866388440132141
m_279130____28129432____28595688____28193844,CN1CC(NC(=O)C2(Cc3cn(CC4CCCN4)nn3)CCCCC2)CCC1=O,402.54,2.0,6.0,6.0,0,4,0.81,92.15,1,2,1,1.26,6025,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4866180419921875
s_2708____11684710____16498320,CCC(NC(=O)NCCC1COCCN1C(=O)OC(C)(C)C)c1ccccc1F,409.5,2.0,4.0,6.0,0,2,0.619,79.9,1,2,1,3.6,6026,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48660364747047424
s_1626____22094970____22111950,CC(C(=O)NC1CCCN(c2cccnc2)C1=O)c1ccccc1,323.4,1.0,3.0,4.0,0,3,0.316,62.3,2,2,1,2.5,6027,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4865993559360504
s_1458____25935176____26096768,COc1cccc2c1CCC(OC(=O)C1CC(O)(CO)C1)C2=O,320.34,2.0,6.0,4.0,0,3,0.529,93.06,1,1,1,0.87,6028,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48659271001815796
m_274552____23522666____15970870____25025896,CN1CCC(N(C)C(=O)C(C)(C)NC(=O)C2CCCC(O)C2)C1=O,339.44,2.0,4.0,4.0,0,2,0.824,89.95,0,3,1,0.12,6029,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4865906834602356
m_274552____23521790____24978998____15978554,CN1CCC(NC(=O)CC2CCCN(C(=O)c3cc(F)cc(F)c3)CC2)C1=O,393.43,1.0,3.0,4.0,0,3,0.55,69.72,1,2,1,1.94,6030,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4865851402282715
m_1458____19880114____15557234,CN1CCC(OC(=O)C2(C)CC3(CCC3)C2)C1=O,251.33,0.0,3.0,2.0,0,3,0.857,46.61,0,1,1,1.73,6031,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4865688681602478
m_274552____23522632____24966834____15976904,CC(NC(=O)CC(C)(C)NC(=O)C1CCC(=O)NC1)C1CCCCC1,351.49,3.0,3.0,6.0,0,2,0.842,87.3,0,2,1,1.88,6032,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48655515909194946
m_274552____23521860____13730642____13453936,CC(C)(NC(=O)CC1CC(NC(=O)C2CCCO2)C1)c1ccccc1,344.45,2.0,3.0,6.0,0,3,0.6,67.43,1,1,1,2.5,6033,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.486540824174881
m_274552____19647286____15971282____25046750,CCCN1CCC(NC(=O)C(NC(=O)CC2CCCNC2=O)C(C)(C)C)CC1,394.56,3.0,4.0,7.0,0,2,0.857,90.54,0,2,1,1.42,6034,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48653310537338257
m_279130____28137034____28190000____28196052,CC(C)C(NC(=O)c1cnccn1)c1cn(C2CCOC2=O)nn1,330.35,1.0,8.0,5.0,0,3,0.467,111.89,2,2,1,0.68,6035,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4865098297595978
s_1458____25959842____26094670,CCC(OC(=O)C(C)N(C)C)C(=O)Nc1ccccc1,278.35,1.0,4.0,6.0,0,1,0.467,58.64,1,2,1,1.9,6036,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4864867329597473
s_11____25842944____26278110,CC(NC(=O)C1(F)CCC(F)(F)C1)C(=O)Nc1ccccc1,314.31,2.0,2.0,4.0,0,2,0.467,58.2,1,2,1,2.66,6037,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4864847660064697
m_274552____23414874____15947172____15979564,CC(C)(C)C(CC(=O)NCC1CCCNC1=O)NC(=O)Cc1ccccc1F,391.49,3.0,3.0,7.0,0,2,0.571,87.3,1,2,1,1.93,6038,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48647671937942505
s_276436____29186674____17827674,CCc1nnc2c(C(=O)OC(C)c3ccc4c(c3)OCO4)cccn12,339.35,0.0,7.0,4.0,0,4,0.278,74.95,3,1,0,2.94,6039,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48647576570510864
m_274552____18630724____24996032____13454066,CN1CCC(NC(=O)CC(C)(C)CNC(=O)c2cnsn2)C1=O,339.42,2.0,6.0,6.0,0,2,0.643,104.29,1,1,0,0.03,6040,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4864640235900879
m_279130____28133404____28139546____28193482,CC(=O)CCCn1cc(-c2ccc(F)c(C(=O)NC(C)c3ccc(F)cc3)c2)nn1,412.44,1.0,5.0,8.0,0,3,0.273,76.88,3,1,0,4.08,6041,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4864618480205536
s_1458____29375870____484236,CC(OC(=O)c1c(F)ccc2c1OCCO2)C(=O)NC(c1ccccc1)c1ccccc1,435.45,1.0,5.0,6.0,0,4,0.2,73.86,3,1,1,4.05,6042,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48646026849746704
s_274090____28742786____20643322,CCCC(C)NC(=O)Cn1cc(-c2cnccc2C(=O)OC)nn1,331.38,1.0,7.0,7.0,0,2,0.438,99.0,2,1,1,1.43,6043,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48645198345184326
m_1626____22038672____22117450,CCOC(=O)C1(CC(=O)NC2CCN(C(C)C)C2=O)CCOCC1,340.42,1.0,5.0,6.0,0,2,0.824,84.94,0,1,1,0.86,6044,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48644766211509705
m_275592____18896084____14135900____25323292,O=C1CCCC(C(=O)NC(CNC(=O)Cn2ccccc2=O)c2ccccc2)C1,395.46,2.0,5.0,7.0,0,3,0.364,97.27,2,2,1,1.58,6045,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48644137382507324
s_2708____25802302____23879468,CC(NC(=O)N(C)CC1OCCC1(C)C)c1cc(Br)ccc1F,387.29,1.0,2.0,4.0,0,2,0.588,41.57,1,2,1,4.11,6046,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48643606901168823
s_527____9285510____9286328,Cc1ccc(CN2CCC(NC(=O)c3cc4ccccc4n3CC3CC3)C2=O)cc1,401.51,1.0,3.0,6.0,0,5,0.36,54.34,3,1,1,3.89,6047,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4864324629306793
s_11____15563230____26272400,COCC(NC(=O)COc1ccccc1C(=O)OC)c1ccccn1,344.37,1.0,6.0,8.0,0,2,0.278,86.75,2,1,1,1.75,6048,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48641809821128845
m_279130____28579650____28139604____28196052,Cc1cc(-c2cn(C3CCOC3=O)nn2)ccc1C(=O)NC(C)c1ccccn1,391.43,1.0,7.0,5.0,0,4,0.286,99.0,3,2,1,2.63,6049,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4864102900028229
m_282151____25222664____31329198____25230292,COC(C)CCCN(Cc1ccc2ccccn12)C(=O)c1ccncc1,351.45,0.0,4.0,8.0,0,3,0.333,46.84,3,1,1,3.79,6050,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4864063560962677
m_279130____28137398____28185594____28196052,O=C(Cc1ccco1)NCc1cn(C2CCOC2=O)nn1,290.28,1.0,7.0,5.0,0,3,0.385,99.25,2,1,1,0.22,6051,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4863901138305664
m_274552____23522542____24980880____15974748,CCN1CC(CNC(=O)COC2CN(C(=O)c3ncccc3F)C2)OC1=O,380.38,1.0,6.0,7.0,0,3,0.529,101.07,1,1,1,0.02,6052,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4863845407962799
s_11____25815976____27707010,COCC(NC(=O)CCc1cccc(C)n1)c1ccccc1,298.39,1.0,3.0,7.0,0,2,0.333,51.22,2,1,0,2.83,6053,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4863819181919098
m_282770____26516998____26577188,NC12CCCCC(C(=O)NC3CCN(C4CCNCC4)C3=O)(C1)C2,334.46,3.0,4.0,3.0,0,5,0.889,87.46,0,1,1,0.51,6054,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48637139797210693
m_274552____23521194____13731338____15984304,CC(NC(=O)C1CC(CNC(=O)c2ccc(O)cn2)C1)c1ccccc1,353.42,3.0,4.0,6.0,0,3,0.35,91.32,2,1,0,2.42,6055,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48636871576309204
m_282151____25156424____25183764____25230226,COC(C)CN(CC=Cc1ccc(F)cc1)C(=O)c1cccnc1O,344.39,1.0,4.0,7.0,0,2,0.263,62.66,2,1,1,3.12,6056,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4863637387752533
m_274552____23414856____25000230____15982942,CN1CCC(C(=O)N2CCC(OCC(=O)NC3CCCC3(C)C)C2)CC1=O,379.5,1.0,4.0,5.0,0,3,0.85,78.95,0,3,1,1.17,6056,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4863637387752533
m_274552____23414754____13731340____15984330,CC(NC(=O)C1CN(C(=O)C(O)c2ccccc2)CC1C)c1ccccc1,366.46,2.0,3.0,5.0,0,3,0.364,69.64,2,4,0,2.69,6058,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.486354798078537
m_279130____28137220____28188264____28194460,Cc1ncoc1C(=O)N(Cc1cn(C2CCCNC2=O)nn1)C(C)C,346.39,1.0,7.0,5.0,0,3,0.562,106.15,2,1,1,1.08,6059,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4863506555557251
m_274552____18613100____15970106____25031970,CC(NC(=O)CC1CC2(C1)CN(C(=O)C1CCCC(=O)C1)C2)c1cccc(F)c1,400.49,1.0,3.0,5.0,0,4,0.609,66.48,1,2,1,3.39,6060,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4863471984863281
s_240690____18367682____9143214,COC(=O)c1cccc(OCC(C)NC(=O)C2COCCN2)c1,322.36,2.0,6.0,6.0,0,2,0.5,85.89,1,2,1,0.34,6061,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4863409698009491
m_279130____28137220____28162600____28195330,CC(C)N(Cc1cn(C2CCCCNC2=O)nn1)C(=O)c1cncc(C(C)(C)C)c1,412.54,1.0,6.0,5.0,0,3,0.591,93.01,2,1,1,2.86,6062,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4863312542438507
m_274860____24687022____17196388____23179222,CN(CCc1cn(-c2cccc(C(=O)N3CCCC(C(N)=O)C3)c2)nn1)c1ccccc1,432.53,1.0,6.0,7.0,0,4,0.333,97.35,3,1,0,2.28,6063,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.486330509185791
s_269946____12062078____26259314,O=C1CCC(CNC(=O)c2cccc(-c3cccc(C(=O)O)c3)c2)N1,338.36,3.0,3.0,5.0,0,3,0.211,95.5,2,1,0,2.06,6064,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4863169193267822
s_2708____907484____27326364,CCC(NC(=O)NC(C)c1cccc(NC(=O)Cc2ccccc2F)c1)C(=O)N1CCCC1,454.55,3.0,3.0,8.0,0,3,0.4,90.54,2,2,1,3.77,6065,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48631206154823303
m_1458____25968662____483048,CC(OC(=O)c1cccc2c1C(=O)OC2(C)C)C(=O)NC1CCCCCC1,373.45,1.0,5.0,4.0,0,3,0.571,81.7,1,1,1,3.48,6066,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4863088130950928
m_274552____23522454____15959726____25053128,CNc1cnncc1C(=O)N1CCC=C(C(=O)NC2CCN(C3CC3)C2=O)C1,384.44,2.0,6.0,5.0,0,4,0.526,107.53,1,1,1,0.17,6067,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48630133271217346
s_22____542808____13951930,CCC(NC(=O)Cn1ncc(C#N)c1N)c1ccccc1,283.33,2.0,5.0,5.0,0,2,0.267,96.73,2,1,1,1.6,6068,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48628556728363037
s_22____21005274____32260088,Cc1cccc2ccn(CC(C)(C)C(=O)NN3C(=O)CCCC3c3ccccc3)c12,403.53,1.0,3.0,5.0,0,4,0.36,54.34,3,1,1,4.76,6069,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48628056049346924
m_275592____18896826____14141262____14134124,CN1CC(C(=O)NCC2CC(F)(CNC(=O)c3cccc4c3OCC4)C2)CC1=O,403.45,2.0,4.0,6.0,0,4,0.571,87.74,1,1,1,1.06,6070,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48627969622612
m_2708____16726502____13223124,CN1CCC(N2CCC(NC(=O)N3CCOC4(CCN(C(=O)OC(C)(C)C)CC4)C3)C2=O)CC1,479.62,1.0,6.0,2.0,0,4,0.875,94.66,0,1,1,1.49,6071,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4862743020057678
m_279130____28134150____28139576____28194460,CN(Cc1cccc(C(=O)N(C)C2CCCCC2)c1)Cc1cn(C2CCCNC2=O)nn1,438.58,1.0,6.0,7.0,0,4,0.583,83.36,2,1,1,2.77,6072,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48627275228500366
s_2230____8627180____14180200,Cc1cccc(N2CCCC(NC(CO)c3ccccc3)C2=O)c1,324.42,2.0,3.0,5.0,0,3,0.35,52.57,2,2,1,2.81,6073,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4862673282623291
s_2230____22410512____665918,CN(Cc1cccc(F)c1)C(=O)CNC1CCN(Cc2ccccc2)C1=O,369.44,1.0,3.0,7.0,0,3,0.333,52.65,2,1,1,2.17,6074,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48624861240386963
s_22____10159120____11243954,CC(NC(=O)CNc1ccncc1)c1ccc(Br)cc1F,352.21,2.0,3.0,5.0,0,2,0.2,54.02,2,1,1,3.27,6075,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4862412214279175
m_279130____28574804____28154724____28194726,CN1CCC(CC(=O)NCc2cccc(-c3cn(-c4ccc(Cl)cc4O)nn3)c2)C1=O,439.9,2.0,6.0,6.0,0,4,0.273,100.35,3,1,1,2.78,6076,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4862411618232727
m_274552____19647294____24933040____25024532,CC(C)C(NC(=O)c1cnc(O)c(F)c1)C(=O)NCC1CCCN(C)C1=O,380.42,3.0,5.0,6.0,0,2,0.556,111.63,1,2,1,0.67,6077,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4862283766269684
s_1458____473334____26086390,CCN1CC(COC(=O)c2ccccc2O)CC1=O,263.29,1.0,4.0,4.0,0,2,0.429,66.84,1,1,1,1.42,6078,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48620885610580444
m_279130____28137370____28187768____28194308,CCC(CC)(NC(=O)C1CCCC(=O)C1)c1cn(-c2ccccc2CN)nn1,383.5,2.0,6.0,7.0,0,3,0.524,102.9,2,1,1,2.62,6079,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48619237542152405
m_279130____28085148____28595666____28196248,CN1CCC(NC(=O)c2c(-c3cn(Cc4ccccn4)nn3)cnn2C)C1=O,380.41,1.0,8.0,5.0,0,4,0.333,110.83,3,1,0,0.08,6080,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48618996143341064
s_1458____10564882____8628066,CC(C)C(NC(=O)COc1ccccc1)C(=O)OCC1CCc2ccccc2C1,395.5,1.0,4.0,8.0,0,3,0.417,64.63,2,2,1,3.56,6081,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4861789047718048
s_1626____22077022____22130542,CCC(NC(=O)CNC(=O)C(C)(C)Cc1ccccc1Br)c1ccccc1,431.37,2.0,2.0,8.0,0,2,0.364,58.2,2,1,1,4.4,6082,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4861694276332855
m_274552____23519808____25006162____15979482,O=C(NC1CCc2ccccc21)C1CCN(C(=O)c2cccc(CO)c2)CCO1,394.47,2.0,4.0,4.0,0,4,0.391,78.87,2,2,1,2.21,6083,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48616519570350647
m_274552____23519290____24978998____15987916,CN1CCC(NC(=O)CCC2(C)CN(C(=O)C3CC4(CCC4)CO3)C2)C1=O,377.49,1.0,4.0,5.0,0,4,0.85,78.95,0,2,1,0.92,6084,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4861643314361572
m_274552____23522246____13185252____25033472,CC(C)(CCNC(=O)CC1CCOC1=O)C(=O)NC1CCSCC1,356.49,2.0,5.0,7.0,0,2,0.824,84.5,0,1,1,1.48,6085,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48616263270378113
m_274552____21221986____24969384____15982390,CC(NC(=O)C1(C)CCN(C(=O)C2CCCC(=O)N2)CC1)c1ccc(O)cc1,387.48,3.0,4.0,4.0,0,3,0.571,98.74,1,2,0,1.87,6086,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48616141080856323
m_282156____27654244____28045186____27576042,CN1CCC(CCN(CC2CC3(CCCO3)C2)C(=O)Nc2cnns2)C1=O,393.51,1.0,6.0,6.0,0,4,0.778,87.66,1,1,1,2.2,6087,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48614025115966797
m_274860____17163132____20815882____12655956,COCC(C)(O)c1cn(C(C(=O)NC2CCCc3cccnc32)C(C)(C)C)nn1,401.51,2.0,7.0,6.0,0,3,0.619,102.16,2,3,1,2.31,6088,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48612287640571594
m_2708____12113368____21296830,CC(C)(C)OC1CC(NC(=O)NC2CCOC2=O)C1,270.33,2.0,4.0,3.0,0,2,0.846,76.66,0,1,0,0.95,6089,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4861127436161041
s_7____31838176____99430,CCCC(NC(=O)COc1c(C)cccc1C(=O)NC)c1ccccc1,354.45,2.0,3.0,8.0,0,2,0.333,67.43,2,1,1,3.39,6090,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4861087203025818
s_2430____2045970____31576916,CCC(C)c1ccccc1NC(=O)NC(CO)Cc1ccccc1Br,405.34,3.0,2.0,7.0,0,2,0.35,61.36,2,2,1,4.69,6091,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48610416054725647
m_274552____23414882____24998246____15983282,CN1CCC(NC(=O)CC(NC(=O)C2=NOC(C)(C)C2)C(C)(C)C)CC1=O,380.49,2.0,5.0,5.0,0,2,0.789,100.1,0,2,1,1.2,6092,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48609471321105957
s_22____22609314____11763398,CC(NC(=O)c1ccco1)C(=O)NC(C)C(=O)c1ccc(Br)cc1,393.24,2.0,4.0,6.0,0,2,0.235,88.41,2,2,1,2.55,6093,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.4860934913158417
m_274552____23522472____15946864____15974824,O=C(CN(C(=O)Cn1cccc1)C1CC1)NC1CCN(C2CC2)C1=O,344.42,1.0,4.0,7.0,0,4,0.611,74.65,1,1,1,0.36,6094,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.48607444763183594
