id,smiles,mw,hbd,hba,rot_bonds,net_charge,ring_count,fsp3,tpsa,aromatic_rings,total_stereo,undefined_stereo,logp,context,target_name,effector_name,ligand_mse,ligand_score,rank
s_271570____28266424____28622224,CN(C)c1cccc(-c2ccc(C(O)CN)cc2Cl)c1,290.79,2.0,3.0,4.0,0,2,0.25,49.49,2,1,1,3.06,KRAS_G12D_VHL,KRAS G12D,VHL,0.5573320388793945,-0.5573320388793945,1
s_271570____17047824____28622224,COc1ccc(-c2ccc(C(O)CN)cc2Cl)cc1Cl,312.2,2.0,3.0,4.0,0,2,0.2,55.48,2,1,1,3.66,KRAS_G12D_VHL,KRAS G12D,VHL,0.5670680403709412,-0.5670680403709412,2
s_271570____13419804____28622224,CCCc1ccc(-c2ccc(C(O)CN)cc2Cl)cc1,289.81,2.0,2.0,5.0,0,2,0.294,46.25,2,1,1,3.95,KRAS_G12D_VHL,KRAS G12D,VHL,0.5711986422538757,-0.5711986422538757,3
s_273584____19123618____21458228,NCc1ccc(-c2ccc(CC(N)CO)cc2)cc1,256.35,3.0,3.0,5.0,0,2,0.25,72.27,2,1,0,1.67,KRAS_G12D_VHL,KRAS G12D,VHL,0.5726783275604248,-0.5726783275604248,4
s_273584____28245186____21457968,NCCc1ccccc1-c1ccc(CC(N)CO)cc1,270.38,3.0,3.0,6.0,0,2,0.294,72.27,2,1,0,1.72,KRAS_G12D_VHL,KRAS G12D,VHL,0.573689341545105,-0.573689341545105,5
s_271570____28265954____28620728,NCc1ccc(-c2ccc(CCCO)cc2)cc1Cl,275.78,2.0,2.0,5.0,0,2,0.25,46.25,2,0,0,3.39,KRAS_G12D_VHL,KRAS G12D,VHL,0.5755230188369751,-0.5755230188369751,6
s_273584____12888972____28795902,NC1CCCCc2cc(-c3ccc(OCCO)cc3)ccc21,297.4,2.0,3.0,4.0,0,3,0.368,55.48,2,1,1,3.45,KRAS_G12D_VHL,KRAS G12D,VHL,0.5765336751937866,-0.5765336751937866,7
s_271570____9176446____28621918,CCc1ccc(-c2cc(C(O)CN)ccc2C)cc1,255.36,2.0,2.0,4.0,0,2,0.294,46.25,2,1,1,3.22,KRAS_G12D_VHL,KRAS G12D,VHL,0.577164888381958,-0.577164888381958,8
s_273584____13544792____28759864,NC(CCO)c1ccc(-c2cc(Cl)ccc2F)cc1,279.74,2.0,2.0,4.0,0,2,0.2,46.25,2,1,0,3.53,KRAS_G12D_VHL,KRAS G12D,VHL,0.577354371547699,-0.577354371547699,9
s_271570____28267096____28616932,NC(CCO)c1ccc(C=C2CCCCCCC2)cc1,273.42,2.0,2.0,4.0,0,2,0.556,46.25,1,1,1,4.2,KRAS_G12D_VHL,KRAS G12D,VHL,0.5791453123092651,-0.5791453123092651,10
m_273584____28245040____28796542,NC1CCC(=Cc2cccc3cccc(CCCO)c23)CC1,295.43,2.0,2.0,4.0,0,3,0.4,46.25,2,0,0,4.05,KRAS_G12D_VHL,KRAS G12D,VHL,0.5795415639877319,-0.5795415639877319,11
s_271570____9176446____28731568,CCc1ccc(-c2ccc(OC)cc2C(CO)NC)cc1,285.39,2.0,3.0,6.0,0,2,0.333,41.49,2,1,1,3.18,KRAS_G12D_VHL,KRAS G12D,VHL,0.5802968144416809,-0.5802968144416809,12
s_271570____22443602____28620774,COc1ccc(-c2ccc(C(N)CO)cc2Cl)cc1O,293.75,3.0,4.0,4.0,0,2,0.2,75.71,2,1,1,2.71,KRAS_G12D_VHL,KRAS G12D,VHL,0.5807473063468933,-0.5807473063468933,13
s_271570____9487596____21745524,COc1ccc(-c2ncccc2CCC(C)O)cc1,257.33,1.0,3.0,5.0,0,2,0.312,42.35,2,1,1,3.07,KRAS_G12D_VHL,KRAS G12D,VHL,0.581576943397522,-0.581576943397522,14
s_271570____10145292____28617850,NC1CCCOc2ccc(-c3coc4ccccc34)cc21,279.34,1.0,3.0,1.0,0,4,0.222,48.39,3,1,1,4.27,KRAS_G12D_VHL,KRAS G12D,VHL,0.581627368927002,-0.581627368927002,15
s_271570____19891498____12330668,CNc1ccc(-c2ccc(OCC(O)CN)cc2)cc1,272.35,3.0,4.0,6.0,0,2,0.25,67.51,2,1,1,2.09,KRAS_G12D_VHL,KRAS G12D,VHL,0.5823574066162109,-0.5823574066162109,16
s_271570____9176390____28620774,CN(C)Cc1cccc(-c2ccc(C(N)CO)cc2Cl)c1,304.82,2.0,3.0,5.0,0,2,0.294,49.49,2,1,1,3.06,KRAS_G12D_VHL,KRAS G12D,VHL,0.5839599370956421,-0.5839599370956421,17
m_271570____13545166____28620796,NC(CO)c1ccc(-c2cccc(O)c2CO)cc1F,277.3,4.0,4.0,4.0,0,2,0.2,86.71,2,1,1,1.68,KRAS_G12D_VHL,KRAS G12D,VHL,0.5844637751579285,-0.5844637751579285,18
s_38____27008870____12057936,CC(O)CCNc1ccccc1Nc1ccc(F)cc1,274.34,3.0,3.0,6.0,0,2,0.25,44.29,2,1,1,3.75,KRAS_G12D_VHL,KRAS G12D,VHL,0.5846741199493408,-0.5846741199493408,19
s_2624____27226156____30729480,COc1ccccc1-n1cc(OC(C)CCO)cn1,262.31,1.0,5.0,6.0,0,2,0.357,56.51,2,1,1,2.03,KRAS_G12D_VHL,KRAS G12D,VHL,0.585777759552002,-0.585777759552002,20
m_271570____19891498____28620570,CNc1ccc(-c2cc(C(N)CO)ccc2F)cc1,260.31,3.0,3.0,4.0,0,2,0.2,58.28,2,1,0,2.53,KRAS_G12D_VHL,KRAS G12D,VHL,0.5867385268211365,-0.5867385268211365,21
s_282730____25896374____26111974____25782202,OCc1cccc2nc(C3CC3)c(Nc3ccccc3)n12,279.34,2.0,4.0,4.0,0,4,0.235,49.56,3,0,0,3.45,KRAS_G12D_VHL,KRAS G12D,VHL,0.5874179601669312,-0.5874179601669312,22
s_271570____28265954____28620774,NC(CO)c1ccc(-c2ccc(CCCO)cc2)c(Cl)c1,305.81,3.0,3.0,6.0,0,2,0.294,66.48,2,1,1,2.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.587916374206543,-0.587916374206543,23
s_271570____28265872____11653284,CC(CO)c1ccc(-c2cc(CO)ccc2Cl)cc1,276.76,2.0,2.0,4.0,0,2,0.25,40.46,2,1,1,3.6,KRAS_G12D_VHL,KRAS G12D,VHL,0.5882198214530945,-0.5882198214530945,24
s_271570____28262730____11653084,CC(=O)c1ccc(-c2ccc(C(O)CC(C)(C)C)cc2)[nH]1,285.39,2.0,2.0,4.0,0,2,0.389,53.09,2,1,1,4.35,KRAS_G12D_VHL,KRAS G12D,VHL,0.588381826877594,-0.588381826877594,25
s_271302____25645374____25530108,CC1NCC1Nc1cccc(Nc2cccc(C#N)c2)c1,278.36,3.0,4.0,4.0,0,3,0.235,59.88,2,2,1,3.07,KRAS_G12D_VHL,KRAS G12D,VHL,0.588515043258667,-0.588515043258667,26
s_271570____9176154____28621918,COc1cccc(-c2cc(C(O)CN)ccc2C)c1,257.33,2.0,3.0,4.0,0,2,0.25,55.48,2,1,1,2.66,KRAS_G12D_VHL,KRAS G12D,VHL,0.5885860323905945,-0.5885860323905945,27
s_271570____9176170____28621382,COc1ccc(-c2ccc(C(N)CO)cc2F)cc1OC,291.32,2.0,4.0,5.0,0,2,0.25,64.71,2,1,1,2.5,KRAS_G12D_VHL,KRAS G12D,VHL,0.588599443435669,-0.588599443435669,28
s_273584____11472038____13457788,CN(C)c1ccccc1-c1ccc(C(N)CO)cc1,256.35,2.0,3.0,4.0,0,2,0.25,49.49,2,1,0,2.41,KRAS_G12D_VHL,KRAS G12D,VHL,0.5893898010253906,-0.5893898010253906,29
m_207____26180596____29810744,OC1CCCC(NCc2ccc(C=CF)cc2)C1O,265.33,3.0,3.0,4.0,0,2,0.467,52.49,1,3,0,1.99,KRAS_G12D_VHL,KRAS G12D,VHL,0.5895161628723145,-0.5895161628723145,30
s_2624____27226918____27390456,OCC=Cc1ccc(OCC(O)Cc2cccc(Cl)c2)cc1,318.8,2.0,3.0,7.0,0,2,0.222,49.69,2,1,1,3.33,KRAS_G12D_VHL,KRAS G12D,VHL,0.5902211666107178,-0.5902211666107178,31
s_271570____28459232____28620564,NC(CO)c1cccc(C=CCCc2ccccc2)c1,267.37,2.0,2.0,6.0,0,2,0.222,46.25,2,1,0,3.33,KRAS_G12D_VHL,KRAS G12D,VHL,0.5916543006896973,-0.5916543006896973,32
s_271570____21615920____12331066,N#Cc1ccc(-c2cccc(CC(CN)CO)c2)cc1O,282.34,3.0,4.0,5.0,0,2,0.235,90.27,2,1,1,2.04,KRAS_G12D_VHL,KRAS G12D,VHL,0.5917933583259583,-0.5917933583259583,33
s_2624____27226918____27390870,CCc1ccc(COc2ccc(C=CCO)cc2)cn1,269.34,1.0,3.0,6.0,0,2,0.235,42.35,2,0,0,3.23,KRAS_G12D_VHL,KRAS G12D,VHL,0.5920822024345398,-0.5920822024345398,34
s_273712____28736674____28714552,N#CCc1ccc(C=C2CCCCCC2)cc1C(=O)O,269.34,1.0,2.0,3.0,0,2,0.412,61.09,1,0,0,4.19,KRAS_G12D_VHL,KRAS G12D,VHL,0.5921151041984558,-0.5921151041984558,35
s_34____15364284____28333420,COc1ccccc1-c1ccc(OCC(C)CO)nc1,273.33,1.0,4.0,6.0,0,2,0.312,51.58,2,1,1,2.76,KRAS_G12D_VHL,KRAS G12D,VHL,0.5921511054039001,-0.5921511054039001,36
s_271570____28265044____28616164,NC(CF)c1ccc(-c2ccc(Cl)cc2CCO)cc1,293.77,2.0,2.0,5.0,0,2,0.25,46.25,2,1,1,3.51,KRAS_G12D_VHL,KRAS G12D,VHL,0.5922359824180603,-0.5922359824180603,37
s_2624____27230876____27224348,COc1ccc(Oc2ccccc2OCC(O)C(F)F)cc1,310.3,1.0,4.0,7.0,0,2,0.25,47.92,2,1,1,3.49,KRAS_G12D_VHL,KRAS G12D,VHL,0.5925209522247314,-0.5925209522247314,38
s_38____606770____12057936,CC(O)CCNc1ccccc1NC(=O)c1ccccc1,284.36,3.0,3.0,6.0,0,2,0.235,61.36,2,1,1,3.12,KRAS_G12D_VHL,KRAS G12D,VHL,0.5925867557525635,-0.5925867557525635,39
m_271570____16886618____28621396,Cc1cc(C(N)CO)ccc1C=C1CCCCC1(C)C,273.42,2.0,2.0,3.0,0,2,0.556,46.25,1,1,1,3.97,KRAS_G12D_VHL,KRAS G12D,VHL,0.5926522016525269,-0.5926522016525269,40
s_273584____12888972____13457798,NC(CO)c1ccc(-c2ccc3c(c2)CCCCC3N)cc1,296.41,3.0,3.0,3.0,0,3,0.368,72.27,2,2,1,3.07,KRAS_G12D_VHL,KRAS G12D,VHL,0.5927117466926575,-0.5927117466926575,41
m_271570____28264382____28615474,CC(=O)c1cc(-c2ccc(Cl)cc2C(C)O)ncc1O,291.73,2.0,4.0,3.0,0,2,0.2,70.42,2,1,1,3.36,KRAS_G12D_VHL,KRAS G12D,VHL,0.5927656888961792,-0.5927656888961792,42
s_271570____12621872____28544092,CC(O)c1ccc(-c2ccnc(CO)c2Cl)cc1,263.72,2.0,3.0,3.0,0,2,0.214,53.35,2,1,1,2.95,KRAS_G12D_VHL,KRAS G12D,VHL,0.5931335687637329,-0.5931335687637329,43
s_273584____28245172____28797818,CNCc1cc(-c2ccc(C(N)CO)cc2)ccc1C,270.38,3.0,3.0,5.0,0,2,0.294,58.28,2,1,1,2.37,KRAS_G12D_VHL,KRAS G12D,VHL,0.5935571789741516,-0.5935571789741516,44
s_271570____13395764____28621536,NCc1csc2ccc(-c3ccnn3C3CCCCO3)cc12,313.43,1.0,5.0,3.0,0,4,0.353,53.07,3,1,1,3.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.5942884683609009,-0.5942884683609009,45
s_271570____21212986____24877150,CC(N)c1ccc(-c2ccc(CCC#N)cc2)s1,256.37,1.0,3.0,4.0,0,2,0.267,49.81,2,1,0,3.89,KRAS_G12D_VHL,KRAS G12D,VHL,0.5944783687591553,-0.5944783687591553,46
s_271570____18797672____28721042,CC1(C)CCC(=Cc2ccc(C(O)CN)cc2)CC1,259.39,2.0,2.0,3.0,0,2,0.529,46.25,1,1,0,3.66,KRAS_G12D_VHL,KRAS G12D,VHL,0.5945233106613159,-0.5945233106613159,47
s_271570____23273786____28539264,CC1Cc2cccc(-c3ccc(OCCO)cc3)c2CN1,283.37,2.0,3.0,4.0,0,3,0.333,41.49,2,1,1,2.76,KRAS_G12D_VHL,KRAS G12D,VHL,0.5945350527763367,-0.5945350527763367,48
s_34____13968214____28331294,Cc1ccc(COc2ccc(C=CCO)cc2)nc1C,269.34,1.0,3.0,5.0,0,2,0.235,42.35,2,0,0,3.28,KRAS_G12D_VHL,KRAS G12D,VHL,0.594845712184906,-0.594845712184906,49
s_271302____32245108____25491806,CNCC(C)Nc1ccc(-c2ccccc2C#N)cc1,265.36,2.0,3.0,5.0,0,2,0.235,47.85,2,1,1,3.25,KRAS_G12D_VHL,KRAS G12D,VHL,0.5948845744132996,-0.5948845744132996,50
s_271570____28264840____28541408,Cc1ccc(-c2ccc(OC(C)CN)cc2)c2ccoc12,281.36,1.0,3.0,4.0,0,3,0.222,48.39,3,1,1,4.13,KRAS_G12D_VHL,KRAS G12D,VHL,0.5949579477310181,-0.5949579477310181,51
s_271570____28267148____28621742,COc1ccc(C=CC2CCCCC2)cc1C(N)CO,275.39,2.0,3.0,5.0,0,2,0.529,55.48,1,1,1,3.28,KRAS_G12D_VHL,KRAS G12D,VHL,0.5950796604156494,-0.5950796604156494,52
s_271570____11830234____28621820,Cc1ccc(F)cc1-c1ccc(OC(CN)CO)cc1,275.32,2.0,3.0,5.0,0,2,0.25,55.48,2,1,1,2.5,KRAS_G12D_VHL,KRAS G12D,VHL,0.5951154828071594,-0.5951154828071594,53
s_271570____28265210____28721004,CCNc1cccc(-c2cccc(C(O)CN)c2)c1,256.35,3.0,3.0,5.0,0,2,0.25,58.28,2,1,1,2.78,KRAS_G12D_VHL,KRAS G12D,VHL,0.5951353907585144,-0.5951353907585144,54
s_271570____9176170____28539490,COc1ccc(-c2ccc(C)c(C(C)N)c2)cc1OC,271.36,1.0,3.0,4.0,0,2,0.294,44.48,2,1,1,3.7,KRAS_G12D_VHL,KRAS G12D,VHL,0.5953860282897949,-0.5953860282897949,55
s_271570____14429538____28721018,Cc1cccc(-c2ccc(C(O)CN)cc2F)c1CO,275.32,3.0,3.0,4.0,0,2,0.25,66.48,2,1,1,2.29,KRAS_G12D_VHL,KRAS G12D,VHL,0.5954015851020813,-0.5954015851020813,56
s_271570____28264232____28720996,COc1ccc(-c2ccc(CC(O)CN)cc2)c2ccoc12,297.35,2.0,4.0,5.0,0,3,0.222,68.62,3,1,1,2.97,KRAS_G12D_VHL,KRAS G12D,VHL,0.5956434607505798,-0.5956434607505798,57
s_271570____11829874____28620774,NC(CO)c1ccc(-c2ccc3c(c2)CCCO3)c(Cl)c1,303.79,2.0,3.0,3.0,0,3,0.294,55.48,2,1,1,3.32,KRAS_G12D_VHL,KRAS G12D,VHL,0.5960166454315186,-0.5960166454315186,58
s_7____9279812____27359206,CC(=O)c1cccc(OCC(O)CSCc2ccccc2Cl)c1,350.87,1.0,4.0,8.0,0,2,0.278,46.53,2,1,1,4.22,KRAS_G12D_VHL,KRAS G12D,VHL,0.5960337519645691,-0.5960337519645691,59
s_271570____19612958____28721040,N#CC1(c2ccc(-c3ccc(C(O)CN)cc3)cc2)CC1,278.36,2.0,3.0,4.0,0,3,0.278,70.04,2,1,0,2.9,KRAS_G12D_VHL,KRAS G12D,VHL,0.5961034893989563,-0.5961034893989563,60
m_271570____12437840____28620570,Cc1ccc(-c2cc(C(N)CO)ccc2F)cc1Cl,279.74,2.0,2.0,3.0,0,2,0.2,46.25,2,1,0,3.45,KRAS_G12D_VHL,KRAS G12D,VHL,0.5963862538337708,-0.5963862538337708,61
s_271570____11771146____28721042,CN(C)CCc1ccc(-c2ccc(C(O)CN)cc2)cc1,284.4,2.0,3.0,6.0,0,2,0.333,49.49,2,1,0,2.45,KRAS_G12D_VHL,KRAS G12D,VHL,0.5967420935630798,-0.5967420935630798,62
s_271570____9176160____28719826,NC(CO)Cc1cccc(-c2ccc(C(F)(F)F)cc2)c1,295.3,2.0,2.0,4.0,0,2,0.25,46.25,2,1,1,3.23,KRAS_G12D_VHL,KRAS G12D,VHL,0.5969106554985046,-0.5969106554985046,63
m_273584____28245172____28759820,NCCc1cncc(-c2ccc(C(N)CO)cc2)c1,257.34,3.0,4.0,5.0,0,2,0.267,85.16,2,1,1,1.24,KRAS_G12D_VHL,KRAS G12D,VHL,0.5973164439201355,-0.5973164439201355,64
s_271570____9176388____28621084,Nc1ncc(-c2ccc(OCC3CCCCO3)cc2)nc1N,300.36,2.0,6.0,4.0,0,3,0.375,96.28,2,1,1,2.26,KRAS_G12D_VHL,KRAS G12D,VHL,0.5973328351974487,-0.5973328351974487,65
s_2624____27233170____27228298,Nc1ccc(COc2ccc(F)cc2CCCO)cn1,276.31,2.0,4.0,6.0,0,2,0.267,68.37,2,0,0,2.31,KRAS_G12D_VHL,KRAS G12D,VHL,0.5974492430686951,-0.5974492430686951,66
m_271570____28263618____21744712,CC(O)c1ccccc1-c1ccc(C(C)(C)CO)cc1F,288.36,2.0,2.0,4.0,0,2,0.333,40.46,2,1,0,3.82,KRAS_G12D_VHL,KRAS G12D,VHL,0.5974799394607544,-0.5974799394607544,67
s_273712____28736614____28715004,O=C(O)C(O)Cc1ccc(C=CC2CCCCC2)s1,280.39,2.0,3.0,5.0,0,2,0.533,57.53,1,1,1,3.33,KRAS_G12D_VHL,KRAS G12D,VHL,0.5976904034614563,-0.5976904034614563,68
s_273584____11472020____13457798,CC(C)Oc1ccc(-c2ccc(C(N)CO)cc2)cc1,271.36,2.0,3.0,5.0,0,2,0.294,55.48,2,1,0,3.13,KRAS_G12D_VHL,KRAS G12D,VHL,0.5978174209594727,-0.5978174209594727,69
s_271570____28266422____28550728,COc1ccc(C)cc1-c1ccc(CC(O)CO)cc1,272.34,2.0,3.0,5.0,0,2,0.294,49.69,2,1,1,2.57,KRAS_G12D_VHL,KRAS G12D,VHL,0.5978909134864807,-0.5978909134864807,70
m_271570____28266176____28554078,Cc1cc(C(O)CF)cc(-c2cc(O)ccc2Cl)n1,281.71,2.0,3.0,3.0,0,2,0.214,53.35,2,1,1,3.42,KRAS_G12D_VHL,KRAS G12D,VHL,0.5984405875205994,-0.5984405875205994,71
s_271570____11830214____28539836,CCC1CNc2ccc(-c3cc(C)ccc3CO)cc2O1,283.37,2.0,3.0,3.0,0,3,0.333,41.49,2,1,1,3.74,KRAS_G12D_VHL,KRAS G12D,VHL,0.5985226631164551,-0.5985226631164551,72
s_271570____28263824____21749312,Cc1cc(-c2ccc(F)cc2C(C)(C)O)cc2sc(N)nc12,316.4,2.0,4.0,2.0,0,3,0.235,59.14,3,0,0,4.22,KRAS_G12D_VHL,KRAS G12D,VHL,0.5985588431358337,-0.5985588431358337,73
m_271570____28265236____17565458,CC(C)c1cc(-c2cccc(C(O)CF)c2)ccc1O,274.33,2.0,2.0,4.0,0,2,0.294,40.46,2,1,0,4.19,KRAS_G12D_VHL,KRAS G12D,VHL,0.5985885858535767,-0.5985885858535767,74
s_271570____28266270____20026844,COc1cccc(-c2cccc(CC(O)CN)c2)c1Cl,291.78,2.0,3.0,5.0,0,2,0.25,55.48,2,1,1,2.88,KRAS_G12D_VHL,KRAS G12D,VHL,0.5986112952232361,-0.5986112952232361,75
s_271570____9176432____28616602,COc1cccc(OC)c1-c1ccc(C(N)CCO)cc1,287.36,2.0,4.0,6.0,0,2,0.294,64.71,2,1,0,2.75,KRAS_G12D_VHL,KRAS G12D,VHL,0.598724365234375,-0.598724365234375,76
s_271570____9176436____30507242,NC1(CO)CCc2ccc(-c3ccc(Cl)cc3Cl)cc21,308.21,2.0,2.0,2.0,0,3,0.25,46.25,2,1,1,3.75,KRAS_G12D_VHL,KRAS G12D,VHL,0.5987783670425415,-0.5987783670425415,77
s_34____14390312____15345196,CN1CCCC(COc2ccc(CCO)cc2Cl)C1=O,297.78,1.0,3.0,5.0,0,2,0.533,49.77,1,1,1,2.12,KRAS_G12D_VHL,KRAS G12D,VHL,0.5989049077033997,-0.5989049077033997,78
s_274370____19499158____13087514,O=C(O)C(CCC1CCCCC1)NCc1cccc(Cl)c1,309.84,2.0,2.0,7.0,0,2,0.588,49.33,1,1,0,4.24,KRAS_G12D_VHL,KRAS G12D,VHL,0.598924458026886,-0.598924458026886,79
s_273584____12888972____28803824,NC1CCCCc2cc(-c3ccccc3CCCO)ccc21,295.43,2.0,2.0,4.0,0,3,0.4,46.25,2,1,1,4.0,KRAS_G12D_VHL,KRAS G12D,VHL,0.5989444255828857,-0.5989444255828857,80
s_271570____20921102____28621744,COC(=O)CCC(C)=Cc1ccc(C(N)CO)c(OC)c1,293.36,2.0,5.0,7.0,0,1,0.438,81.78,1,1,1,2.04,KRAS_G12D_VHL,KRAS G12D,VHL,0.5995000600814819,-0.5995000600814819,81
s_271570____10145072____28621742,COc1ccc(-c2cc(C)cs2)cc1C(N)CO,263.36,2.0,4.0,4.0,0,2,0.286,55.48,2,1,1,2.72,KRAS_G12D_VHL,KRAS G12D,VHL,0.5995243191719055,-0.5995243191719055,82
s_2624____818488____27390472,COc1ccc(C(O)COc2cccc(C(C)=O)c2)cc1,286.33,1.0,4.0,6.0,0,2,0.235,55.76,2,1,1,3.01,KRAS_G12D_VHL,KRAS G12D,VHL,0.5997721552848816,-0.5997721552848816,83
s_271570____20997064____12089870,CC(N)CCc1ccc(-c2cc(C(C)(C)C)ccc2O)cc1,297.44,2.0,2.0,4.0,0,2,0.4,46.25,2,1,1,4.64,KRAS_G12D_VHL,KRAS G12D,VHL,0.6000028848648071,-0.6000028848648071,84
s_7____91198____28902068,OCc1cccc(CCOc2ccc(Cl)cc2F)n1,281.71,1.0,3.0,5.0,0,2,0.214,42.35,2,0,0,2.99,KRAS_G12D_VHL,KRAS G12D,VHL,0.6000995635986328,-0.6000995635986328,85
s_271570____11829878____28616602,Cc1ccc(-c2ccc(C(N)CCO)cc2)cc1C,255.36,2.0,2.0,4.0,0,2,0.294,46.25,2,1,0,3.35,KRAS_G12D_VHL,KRAS G12D,VHL,0.6001654863357544,-0.6001654863357544,86
s_271570____28265044____28551998,NCCCc1cc(O)cc(-c2ccc(Cl)cc2CCO)c1,305.81,3.0,3.0,6.0,0,2,0.294,66.48,2,0,0,3.14,KRAS_G12D_VHL,KRAS G12D,VHL,0.6003011465072632,-0.6003011465072632,87
s_271570____14429550____30507188,Cc1ccc(-c2cccc(Cl)c2CO)cc1CC(C)N,289.81,2.0,2.0,4.0,0,2,0.294,46.25,2,1,1,3.7,KRAS_G12D_VHL,KRAS G12D,VHL,0.6004686951637268,-0.6004686951637268,88
s_271570____9176208____28616602,NC(CCO)c1ccc(-c2ccc3c(c2)CCCC3)cc1,281.4,2.0,2.0,4.0,0,3,0.368,46.25,2,1,0,3.62,KRAS_G12D_VHL,KRAS G12D,VHL,0.6004975438117981,-0.6004975438117981,89
s_271570____28264130____28620822,Cc1ccc(-c2cccc3c2NC(=O)C(C)O3)c(C)c1CN,296.37,2.0,3.0,2.0,0,3,0.278,64.35,2,1,1,3.15,KRAS_G12D_VHL,KRAS G12D,VHL,0.6007496118545532,-0.6007496118545532,90
s_273584____28839612____28759996,CCOc1ccc(-c2ccccc2C(CN)NC)cc1F,288.37,2.0,3.0,6.0,0,2,0.294,47.28,2,1,1,3.11,KRAS_G12D_VHL,KRAS G12D,VHL,0.6008967757225037,-0.6008967757225037,91
s_2624____27219132____28414840,COc1ccc(OCC(O)C2CCCC2)cc1OC,266.34,1.0,4.0,6.0,0,2,0.6,47.92,1,1,1,2.63,KRAS_G12D_VHL,KRAS G12D,VHL,0.6013495922088623,-0.6013495922088623,92
s_271570____14429558____13142276,NC1CCOc2c(-c3cc(Cl)ccc3CO)cccc21,289.76,2.0,3.0,2.0,0,3,0.25,55.48,2,1,1,3.28,KRAS_G12D_VHL,KRAS G12D,VHL,0.6013754606246948,-0.6013754606246948,93
s_271570____28264382____21747270,CC(=O)c1cc(-c2ccc(Cl)cc2C(C)O)cc(C)c1O,304.77,2.0,3.0,3.0,0,2,0.235,57.53,2,1,1,4.28,KRAS_G12D_VHL,KRAS G12D,VHL,0.6013961434364319,-0.6013961434364319,94
s_271570____28263684____21748540,Cc1cc(-c2ccccc2C(O)CN)cc2c1NCCC2,282.39,3.0,3.0,3.0,0,3,0.333,58.28,2,1,1,3.01,KRAS_G12D_VHL,KRAS G12D,VHL,0.601629912853241,-0.601629912853241,95
s_273584____20052812____28759960,CC1Cc2cc(-c3cccc(C(=O)C(C)N)c3F)ccc2N1,298.36,2.0,3.0,3.0,0,3,0.278,55.12,2,2,1,3.38,KRAS_G12D_VHL,KRAS G12D,VHL,0.6016420125961304,-0.6016420125961304,96
s_271570____9487572____28719810,NC(CO)Cc1ccc(-c2ccc(Cl)cc2)cc1Cl,296.2,2.0,2.0,4.0,0,2,0.2,46.25,2,1,1,3.52,KRAS_G12D_VHL,KRAS G12D,VHL,0.6019541621208191,-0.6019541621208191,97
s_271570____9487582____30507398,Cc1ccc(C)c(-c2ccc(C(N)CO)c(C)c2)c1,255.36,2.0,2.0,3.0,0,2,0.294,46.25,2,1,1,3.27,KRAS_G12D_VHL,KRAS G12D,VHL,0.6019555330276489,-0.6019555330276489,98
s_271570____10145074____28620998,Cc1ccc(-c2ccc3occc3c2)cc1C(C)(N)CO,281.36,2.0,3.0,3.0,0,3,0.222,59.39,3,1,1,3.57,KRAS_G12D_VHL,KRAS G12D,VHL,0.6022354364395142,-0.6022354364395142,99
s_207____8158078____13973774,CC(O)CNCc1ccc(-c2ccccc2C#N)cc1,266.34,2.0,3.0,5.0,0,2,0.235,56.05,2,1,0,2.7,KRAS_G12D_VHL,KRAS G12D,VHL,0.602386474609375,-0.602386474609375,100
s_271570____15064078____28721042,COc1ccc(-c2ccc(C(O)CN)cc2)cc1C,257.33,2.0,3.0,4.0,0,2,0.25,55.48,2,1,0,2.66,KRAS_G12D_VHL,KRAS G12D,VHL,0.6027176976203918,-0.6027176976203918,101
s_273584____28245214____28803250,Cc1ccc(CC(C#N)CO)cc1-c1ccnc(N)c1,267.33,2.0,4.0,4.0,0,2,0.25,82.93,2,1,1,2.31,KRAS_G12D_VHL,KRAS G12D,VHL,0.6027345657348633,-0.6027345657348633,102
s_271570____12621872____21748100,CC(O)c1ccc(-c2cnc(N)nc2N2CCOCC2)cc1,300.36,2.0,6.0,3.0,0,3,0.375,84.5,2,1,1,1.62,KRAS_G12D_VHL,KRAS G12D,VHL,0.6027830839157104,-0.6027830839157104,103
s_2624____27219512____27223560,O=C1CCC(COc2cccc(N3CCCCC3)c2)N1,274.36,1.0,3.0,4.0,0,3,0.562,41.57,1,1,1,2.33,KRAS_G12D_VHL,KRAS G12D,VHL,0.6028047800064087,-0.6028047800064087,104
m_271570____28263618____21748524,CCc1cc(-c2ccccc2C(C)O)cc2sc(N)nc12,298.41,2.0,4.0,3.0,0,3,0.235,59.14,3,1,0,4.16,KRAS_G12D_VHL,KRAS G12D,VHL,0.6028397083282471,-0.6028397083282471,105
s_271570____28265236____21749298,CC(C)c1cc(-c2ccc(C=CCO)cc2)ccc1O,268.36,2.0,2.0,4.0,0,2,0.222,40.46,2,0,0,4.19,KRAS_G12D_VHL,KRAS G12D,VHL,0.6028668880462646,-0.6028668880462646,106
s_273712____28736674____28713464,O=C(O)c1nccc2ccc(C=C3CCCCCC3)cc12,281.36,1.0,2.0,2.0,0,3,0.333,50.19,2,0,0,4.67,KRAS_G12D_VHL,KRAS G12D,VHL,0.602971076965332,-0.602971076965332,107
