id,smiles,mw,hbd,hba,rot_bonds,net_charge,ring_count,fsp3,tpsa,aromatic_rings,total_stereo,undefined_stereo,logp,context,target_name,effector_name,ligand_mse,ligand_score,rank
s_271570____9176162____28617968,COC(=O)C(C)c1ncccc1-c1ccc2c(c1)CCO2,283.33,0.0,4.0,3.0,0,3,0.294,48.42,2,1,1,2.96,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621079444885254,-0.6621079444885254,8864
s_270004____8294940____20840420,CC(NCc1ccc(OCCO)cc1)c1ccccc1,271.36,2.0,3.0,7.0,0,2,0.294,41.49,2,1,0,2.91,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621083617210388,-0.6621083617210388,8865
m_271570____15493822____28617380,CNC(=O)c1cnc(C=CC2COC(C)(C)O2)s1,268.34,1.0,5.0,3.0,0,2,0.5,60.45,1,1,0,1.67,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621155142784119,-0.6621155142784119,8866
s_271570____13419876____21748952,Nc1nnc(-c2ccc(F)cc2C2=CCCOC2)o1,261.26,1.0,5.0,2.0,0,3,0.231,74.17,2,0,0,2.26,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621155738830566,-0.6621155738830566,8867
s_271570____30386826____17309804,CC(O)c1ccc(Cl)c(-c2cnn(CC3CCOCC3)c2)c1,320.82,1.0,4.0,4.0,0,3,0.471,47.28,2,1,0,3.68,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621176600456238,-0.6621176600456238,8868
m_240690____7355912____14246038,NC(CC(=O)NCC(F)(F)F)C1CCCCC1,252.28,2.0,2.0,4.0,0,1,0.909,55.12,0,1,0,1.96,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621177196502686,-0.6621177196502686,8869
m_282490____23963830____23815308____23517910,CC1(C)CC1C(C(=O)NC1CCCC1)N1CCCC(O)C1,294.44,2.0,3.0,4.0,0,3,0.941,52.57,0,3,1,1.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621189713478088,-0.6621189713478088,8870
m_274552____23522670____13184928____13453888,Cc1ccc(C(=O)NC(C)C(=O)N(C)Cc2ccco2)s1,306.39,1.0,4.0,5.0,0,2,0.333,62.55,2,1,1,2.43,KRAS_G12D_VHL,KRAS G12D,VHL,0.662119448184967,-0.662119448184967,8871
s_271570____17642282____21748474,C=C(CCO)c1cc(F)c(C(O)C2CC2)cc1F,254.28,2.0,2.0,5.0,0,2,0.429,40.46,1,1,1,2.8,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621196269989014,-0.6621196269989014,8872
m_270112____33703078____33991216,CC(C)(C)CC(=O)N1C(C(=O)O)COCC1(C)C,257.33,1.0,3.0,2.0,0,1,0.846,66.84,0,1,1,1.51,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621209979057312,-0.6621209979057312,8873
s_27____25526656____12791984,CCCC(C)Nc1cc(NCCO)nc(-c2ccccc2)n1,300.41,3.0,5.0,8.0,0,2,0.412,70.07,2,1,0,3.15,KRAS_G12D_VHL,KRAS G12D,VHL,0.662121057510376,-0.662121057510376,8874
s_273584____30875330____28805384,Nc1cc(-c2cccc(C3(O)CCNC3)c2)c(N)cn1,270.34,4.0,5.0,2.0,0,3,0.267,97.19,2,1,1,1.09,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621283292770386,-0.6621283292770386,8875
s_7____3935542____27352934,Cc1ccc(C)c(CSCC2(O)C(=O)N(C)c3ccccc32)c1,327.45,1.0,3.0,4.0,0,3,0.316,40.54,2,1,1,3.4,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621286869049072,-0.6621286869049072,8876
s_22____20901860____16783514,Cc1ccc(C(=O)NC(C)C2CCCCC2)c2c1CCCN2,300.45,2.0,2.0,3.0,0,3,0.632,41.13,1,1,0,4.05,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621304750442505,-0.6621304750442505,8877
s_271570____28264790____12330578,COC1(c2ccc(-c3cccc(CN)c3)cc2)COC1,269.34,1.0,3.0,4.0,0,3,0.294,44.48,2,0,0,2.68,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621318459510803,-0.6621318459510803,8878
m_282030____21903826____23202030____21958842,CC(CN(C)C)Nc1ncnc(N(C)CC2CCCC2)n1,292.43,1.0,6.0,7.0,0,2,0.8,57.18,1,1,0,1.86,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621333360671997,-0.6621333360671997,8879
m_271570____29813690____28615996,CCn1cc(C)c(-c2ccc(C(N)C(C)C)cc2)n1,257.38,1.0,3.0,4.0,0,2,0.438,43.84,2,1,1,3.53,KRAS_G12D_VHL,KRAS G12D,VHL,0.662134051322937,-0.662134051322937,8880
s_274370____32246976____25887782,CC1CN(C(N)=O)CCN1CC=Cc1ccc(C(=O)O)cc1,303.36,2.0,3.0,4.0,0,2,0.375,86.87,1,1,0,1.48,KRAS_G12D_VHL,KRAS G12D,VHL,0.662135660648346,-0.662135660648346,8881
m_271362____30595342____30545882,NCC=Cc1ccc(-c2nc(C3CCCO3)no2)cc1,271.32,1.0,5.0,4.0,0,3,0.333,74.17,2,1,0,2.56,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621370315551758,-0.6621370315551758,8882
s_27____28779832____30115826,COC(=O)c1ccc(NC2CCOc3ccc(C)cc32)cc1,297.35,1.0,4.0,3.0,0,3,0.278,47.56,2,1,1,3.72,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621371507644653,-0.6621371507644653,8883
s_274079____30187240____29663816,CC(C)C(=O)NC(C)(CCc1ccc(O)cc1)C(=O)O,279.34,3.0,3.0,6.0,0,1,0.467,86.63,1,1,1,1.94,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621379852294922,-0.6621379852294922,8884
s_27____11397574____25397916,COCCN1CCCC(Nc2cc(N)cnn2)C1,251.33,2.0,6.0,5.0,0,2,0.667,76.3,1,1,1,0.58,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621384620666504,-0.6621384620666504,8885
s_273584____30875268____28802350,Cc1cc2ccc(C=CCCC(=O)O)cc2c(=O)[nH]1,257.29,2.0,2.0,4.0,0,2,0.2,70.16,2,0,0,2.71,KRAS_G12D_VHL,KRAS G12D,VHL,0.662138819694519,-0.662138819694519,8886
s_271570____28266084____13231248,Oc1ccc(Cl)cc1-c1ccc(C2(O)CCCNC2)cc1,303.79,3.0,3.0,2.0,0,3,0.294,52.49,2,1,1,3.28,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621389389038086,-0.6621389389038086,8887
s_270004____24336006____7676376,CC(=O)N1CCC(NC(C)COc2ccc(Cl)cc2)CC1,310.82,1.0,3.0,5.0,0,2,0.562,41.57,1,1,1,2.71,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621400117874146,-0.6621400117874146,8888
s_271302____25651246____25575964,CC(C)CC(N)CCNc1ccc(-c2ccccc2)cn1,283.42,2.0,3.0,7.0,0,2,0.389,50.94,2,1,1,3.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621413230895996,-0.6621413230895996,8889
s_27____7291140____9296184,O=C1CC(Nc2ncc(Br)cc2Cl)CN1C1CCCCC1,372.69,1.0,3.0,3.0,0,3,0.6,45.23,1,1,1,3.84,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621414422988892,-0.6621414422988892,8890
s_27____25527488____28380290,O=C(O)c1nc(NC(CO)CC2CCCCC2)ncc1Br,358.24,3.0,5.0,6.0,0,2,0.643,95.34,1,1,0,2.68,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621416807174683,-0.6621416807174683,8891
s_271570____10145482____28721032,NCC(O)c1ccc(F)c(-c2csc(CO)c2)c1,267.32,3.0,4.0,4.0,0,2,0.231,66.48,2,1,0,2.04,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621418595314026,-0.6621418595314026,8892
s_270004____26985748____7547564,COc1ccc(CNCC2OCc3ccc(F)cc32)cc1O,303.33,2.0,4.0,5.0,0,3,0.294,50.72,2,1,1,2.9,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621444821357727,-0.6621444821357727,8893
s_271570____28267034____30507108,NC1(c2ncc(C=CC3CCNCC3)cn2)CCCC1,272.4,2.0,4.0,3.0,0,3,0.625,63.83,1,0,0,2.22,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621487736701965,-0.6621487736701965,8894
m_282030____21899596____31478396____21942572,C=C=CCNc1nccc(NC(C)COc2ccccc2)n1,296.37,2.0,5.0,8.0,0,2,0.235,59.07,2,1,1,3.11,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621492505073547,-0.6621492505073547,8895
s_27____25543636____17541350,CCC(CCC1CCCCC1)CNc1nnc(CO)s1,297.47,2.0,5.0,8.0,0,2,0.867,58.04,1,1,1,3.83,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621508598327637,-0.6621508598327637,8896
s_271302____28777132____25926022,CCOC(=O)CC1(NC2CCC(N)C2)Cc2ccccc2C1,302.42,2.0,4.0,5.0,0,3,0.611,64.35,1,2,1,1.95,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621516942977905,-0.6621516942977905,8897
s_7____31161954____30099474,CCC(O)(CSc1ccc(F)cc1O)c1ccccc1,292.38,2.0,3.0,5.0,0,2,0.25,40.46,2,1,1,3.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621522903442383,-0.6621522903442383,8898
s_282730____26154114____26278716____25797926,CNc1c(C(C)CC(C)C)nc2c(OCC(F)F)nccn12,312.36,1.0,5.0,7.0,0,2,0.6,51.45,2,1,1,3.56,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621542572975159,-0.6621542572975159,8899
m_2230____25586500____26112670,CC1CC(NCC(CO)Oc2ccccc2)c2ccccc21,297.4,2.0,3.0,6.0,0,3,0.368,41.49,2,3,1,3.26,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621608734130859,-0.6621608734130859,8900
s_270004____13822984____24719232,CNc1nc(CC(C)NCc2ccccc2C2CC2)ns1,302.45,2.0,5.0,7.0,0,3,0.5,49.84,2,1,1,3.18,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621617674827576,-0.6621617674827576,8901
m_282490____23968344____23975686____23517910,Cc1csc(C(C(=O)NC2CCCC2)N2CCC(O)C2)n1,309.44,2.0,5.0,4.0,0,3,0.733,65.46,1,2,1,1.62,KRAS_G12D_VHL,KRAS G12D,VHL,0.662165641784668,-0.662165641784668,8902
s_27____5532646____8331188,CCn1c(=O)cc(NC(CCCO)c2ccccc2)[nH]c1=O,303.36,3.0,5.0,7.0,0,2,0.375,87.12,2,1,1,1.48,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621698141098022,-0.6621698141098022,8903
s_27____16787138____21677480,CC(C)C(C)CNc1cc(-c2ccccc2)cc2ncnn12,294.4,1.0,4.0,5.0,0,3,0.333,42.22,3,1,1,4.1,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621707081794739,-0.6621707081794739,8904
s_1458____19621580____16640712,CCC(O)CCOC(=O)c1cc(C(=O)OC)ccc1O,282.29,2.0,6.0,6.0,0,1,0.429,93.06,1,1,1,1.5,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621730923652649,-0.6621730923652649,8905
s_7____10701____17692978,Cc1nnc(SCC(O)c2ccc(F)cc2)n1C1CCCCC1,335.45,1.0,5.0,5.0,0,3,0.529,50.94,2,1,0,4.06,KRAS_G12D_VHL,KRAS G12D,VHL,0.662173330783844,-0.662173330783844,8906
m_274552____19635122____13185038____15977006,CC(O)C(=O)NC1(C(=O)N(C)CC2CCCCC2)CC(O)C1,312.41,3.0,4.0,5.0,0,2,0.875,89.87,0,1,1,0.42,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621734499931335,-0.6621734499931335,8907
s_22____374718____21215258,O=C(NC1CCCCC1)C(O)c1ccc(C(F)(F)F)cc1,301.31,2.0,2.0,3.0,0,2,0.533,49.33,1,1,0,3.19,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621741652488708,-0.6621741652488708,8908
s_22____16608404____12889958,Cc1ccccc1CNc1ccc(C(=O)N2COC(C)C2)cc1,310.4,1.0,3.0,4.0,0,3,0.316,41.57,2,1,0,3.43,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621800065040588,-0.6621800065040588,8909
s_2624____818942____27386324,CNC(=O)c1ccccc1OCC(O)COCC(C)C,281.35,2.0,4.0,8.0,0,1,0.533,67.79,1,1,1,1.46,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621806025505066,-0.6621806025505066,8910
s_27____14589128____27415928,CC(O)c1cc(C#N)ccc1NC1CCC(C(C)C)CC1,286.42,2.0,3.0,4.0,0,2,0.611,56.05,1,1,1,4.24,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621829867362976,-0.6621829867362976,8911
m_282490____23968524____23973016____23725794,CC(C)N(C)C(C(=O)NC(C)(C)C)c1cccc2nsnc12,320.46,1.0,5.0,4.0,0,2,0.562,58.12,2,1,1,2.99,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621835827827454,-0.6621835827827454,8912
s_273712____23162356____28714454,O=C(O)C(O)c1ccccc1-c1cccc2c1CCCO2,284.31,2.0,3.0,3.0,0,3,0.235,66.76,2,1,1,2.8,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621876955032349,-0.6621876955032349,8913
m_279130____28093250____28139472____28194090,CNCCn1cc(CC(O)C(=O)NC(C)C2CCCC2)nn1,309.41,3.0,6.0,8.0,0,2,0.8,92.07,1,2,1,0.1,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621942520141602,-0.6621942520141602,8914
s_271570____28265670____30507434,CC(N)Cn1cc(-c2ccc3c(c2)CCNC3=O)cn1,270.34,2.0,4.0,3.0,0,3,0.333,72.94,2,1,1,1.18,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621959805488586,-0.6621959805488586,8915
s_271570____23914922____28595536,COC(=O)C1(Cc2cccc(-c3ccc(C)[nH]3)c2)CCNC1,298.39,2.0,3.0,4.0,0,3,0.389,54.12,2,1,1,2.69,KRAS_G12D_VHL,KRAS G12D,VHL,0.6621963381767273,-0.6621963381767273,8916
s_22____564332____21040634,Nc1ncc(C(=O)N2CCCC(O)C2)cc1-c1ccccc1,297.36,2.0,4.0,2.0,0,3,0.294,79.45,2,1,1,1.93,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622019410133362,-0.6622019410133362,8917
s_271570____23858774____12419866,Nc1cc(-c2ccc(C=CC3CCC3)cc2)ncn1,251.33,1.0,3.0,3.0,0,3,0.25,51.8,2,0,0,3.54,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622024774551392,-0.6622024774551392,8918
s_273790____11716892____11718210,CC(=O)c1cc(C)ccc1OCC(O)c1ccccc1,270.33,1.0,3.0,5.0,0,2,0.235,46.53,2,1,0,3.31,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622042655944824,-0.6622042655944824,8919
m_282030____29558282____31478396____21978194,C=C=CCNc1ccnc(N2CCOC(C(C)C)C2)n1,274.37,1.0,5.0,5.0,0,2,0.533,50.28,1,1,0,2.09,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622047424316406,-0.6622047424316406,8920
s_271570____28266856____28573936,CN(C)C(=O)CNCc1ccc(C=Cc2cn[nH]c2)cc1,284.36,2.0,3.0,6.0,0,2,0.25,61.02,2,0,0,1.76,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622048616409302,-0.6622048616409302,8921
s_2230____15420476____27480052,Oc1cccc(C2CCCN(CC3OCC(O)C3O)C2)c1F,311.35,3.0,5.0,3.0,0,3,0.625,73.16,1,4,1,0.83,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622083783149719,-0.6622083783149719,8922
s_273610____14761138____11516154,Cc1ccc(C(O)CNc2ccn(CCF)n2)cc1,263.32,2.0,4.0,6.0,0,2,0.357,50.08,2,1,1,2.31,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622085571289062,-0.6622085571289062,8923
s_271570____21847072____28621748,CNc1cc(-c2ccc(OC3CC3)cc2)cnc1N,255.32,2.0,4.0,4.0,0,3,0.267,60.17,2,0,0,2.91,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622100472450256,-0.6622100472450256,8924
m_271570____20608166____21744632,C=C(c1ccsc1-c1ccnc(NC)n1)C(C)O,261.35,2.0,5.0,4.0,0,2,0.231,58.04,2,1,0,2.64,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622108817100525,-0.6622108817100525,8925
s_44____30211910____7289256,CC(C)CCN1Cc2ccc(NC3CCCNC3=O)cc2C1,301.43,2.0,3.0,5.0,0,3,0.611,44.37,1,1,1,2.74,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622147560119629,-0.6622147560119629,8926
m_2230____25585558____15158154,O=C1CC(O)C(CN2CCCC(F)C2c2ccccc2)O1,293.34,1.0,4.0,3.0,0,3,0.562,49.77,1,4,0,1.84,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622152328491211,-0.6622152328491211,8927
s_271570____21807912____13419850,CCOC(=O)CCC(C)=Cc1c(OC)ccc2[nH]ccc12,287.36,1.0,3.0,6.0,0,2,0.353,51.32,2,0,0,3.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622158885002136,-0.6622158885002136,8928
m_279130____28134150____28595586____28194274,CC(N)Cn1cc(C(C)(C)C(=O)N(C)C2CCCCC2)nn1,307.44,1.0,5.0,5.0,0,2,0.812,77.04,1,1,0,1.69,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622174978256226,-0.6622174978256226,8929
s_271302____25449948____8903034,COc1ccc(CN2CCCCC2CCN)cc1O,264.37,2.0,4.0,5.0,0,2,0.6,58.72,1,1,0,2.1,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622203588485718,-0.6622203588485718,8930
s_2624____818578____27385612,CC(=O)Cc1ccccc1COc1ccc(Br)cc1CO,349.22,1.0,3.0,6.0,0,2,0.235,46.53,2,0,0,3.65,KRAS_G12D_VHL,KRAS G12D,VHL,0.662222146987915,-0.662222146987915,8931
s_271570____17781574____21744198,COC(=O)Cc1cc(-c2ccsc2C(C)O)ccc1OC,306.38,1.0,5.0,5.0,0,2,0.312,55.76,2,1,0,3.19,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622243523597717,-0.6622243523597717,8932
s_271570____28267030____12103384,C=C(CCC(=O)OC)c1ccc(C(C)S(C)(=O)=O)cc1,296.39,0.0,4.0,6.0,0,1,0.4,60.44,1,1,1,2.76,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622310280799866,-0.6622310280799866,8933
s_22____9050174____26254492,O=C1COc2ccc(C(=O)NC3CCCCC3O)c(F)c2N1,308.31,3.0,4.0,2.0,0,3,0.467,87.66,1,2,0,1.19,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622326374053955,-0.6622326374053955,8934
s_2624____27269134____27387948,COC(=O)CCC(O)Cn1cc(Br)c2cc(Cl)ccc2c1=O,388.64,1.0,5.0,5.0,0,2,0.333,68.53,2,1,1,2.73,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622326374053955,-0.6622326374053955,8934
m_274552____23522670____13732186____25024596,COc1ccc(C(=O)NC(C)C(=O)NCCC2CC2)s1,296.39,2.0,4.0,7.0,0,2,0.571,67.43,1,1,1,1.79,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622363924980164,-0.6622363924980164,8936
m_281630____25328810____21621016____20772830,CCCn1nnnc1C(NC(C)CSC)C1CCC1,283.44,1.0,6.0,8.0,0,2,0.923,55.63,1,2,1,2.27,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622370481491089,-0.6622370481491089,8937
s_282730____26108342____26266972____25797926,CNc1c(-c2csnc2C)nc2ccc(N3CCCC3)cn12,313.43,1.0,6.0,3.0,0,4,0.375,45.46,3,0,0,3.41,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622380614280701,-0.6622380614280701,8938
s_276436____14081680____14086374,Cn1cccc1C(=O)OCC1CCCc2cccnc21,270.33,0.0,4.0,3.0,0,3,0.375,44.12,2,1,1,2.7,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622393131256104,-0.6622393131256104,8939
m_11____26644032____22136048,CC1=C(CN(C)C(=O)C2CCCC(=O)O2)C(C)(C)CC=C1,291.39,0.0,3.0,3.0,0,2,0.647,46.61,0,1,1,2.84,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622398495674133,-0.6622398495674133,8940
s_7____22987590____27351420,O=C1CCc2cc(OCC(O)CSCc3cccs3)ccc2N1,349.48,2.0,5.0,7.0,0,3,0.353,58.56,2,1,1,3.31,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622416377067566,-0.6622416377067566,8941
s_11____18367612____25986760,CCN(C)CC(=O)NC(C)COc1cccc(C(=O)OC)c1,308.38,1.0,5.0,8.0,0,1,0.5,67.87,1,1,1,1.31,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622421741485596,-0.6622421741485596,8942
s_270004____24160132____13285772,Cc1ccccc1C(C)N(C)Cc1ccc(N)nc1,255.37,1.0,3.0,4.0,0,2,0.312,42.15,2,1,0,3.17,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622430086135864,-0.6622430086135864,8943
s_282070____22195032____22153014,CC1CCCN(C(C)(C)CNC(=O)OCc2ccccc2)C1,304.43,1.0,3.0,5.0,0,2,0.611,41.57,1,1,1,3.42,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622442007064819,-0.6622442007064819,8944
s_271570____30162394____24878514,CC(N)c1ccc(-c2cc(C#N)ccc2C(F)(F)F)s1,296.32,1.0,3.0,2.0,0,2,0.214,49.81,2,1,1,4.33,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622478365898132,-0.6622478365898132,8945
s_2624____27218698____27387572,COc1ccc(-c2cnn(CC(O)C3CCOCC3)c2)cc1,302.37,1.0,5.0,5.0,0,3,0.471,56.51,2,1,1,2.35,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622493267059326,-0.6622493267059326,8946
s_276436____15063884____16910822,O=C1CCC(CCC(=O)OC2CCCc3ccccc32)C1,286.37,0.0,3.0,4.0,0,3,0.556,43.37,1,2,1,3.76,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622565984725952,-0.6622565984725952,8947
s_273712____28734026____12013908,CC(Oc1cccc(-c2ccc(C(C)(C)C)nc2)c1)C(=O)O,299.37,1.0,3.0,4.0,0,2,0.333,59.42,2,1,1,3.9,KRAS_G12D_VHL,KRAS G12D,VHL,0.662257730960846,-0.662257730960846,8948
s_282730____26154158____26279138____25797926,CNc1c(-c2[nH]nc(C)c2Cl)nc2c(OC)cc(Br)cn12,370.64,2.0,5.0,3.0,0,3,0.231,67.24,3,0,0,3.5,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622617244720459,-0.6622617244720459,8949
m_272690____11349304____11348230,c1ccc(C(NC2CCCNC2)c2ncc[nH]2)cc1,256.35,3.0,3.0,4.0,0,3,0.4,52.74,2,2,1,1.84,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622633337974548,-0.6622633337974548,8950
s_27____31575760____23869880,CC(C)(C)OC(=O)c1ccccc1N1CCCOC(CO)C1,307.39,1.0,5.0,3.0,0,2,0.588,59.0,1,1,0,2.23,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622649431228638,-0.6622649431228638,8951
s_273584____17781550____17554228,NC1CC(c2ccc(-c3c[nH]c4ccccc34)cc2)C1,262.36,2.0,1.0,2.0,0,4,0.222,41.81,3,0,0,4.04,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622663736343384,-0.6622663736343384,8952
s_270004____32243860____25112740,Nc1cccnc1CN1CCc2ccccc2C1CO,269.35,2.0,4.0,3.0,0,3,0.312,62.38,2,1,0,1.76,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622689366340637,-0.6622689366340637,8953
m_282490____23966142____23974868____23978584,CCC(C)(C)NC(=O)C(c1ccon1)N1CCCC(O)C1,295.38,2.0,5.0,5.0,0,2,0.733,78.6,1,2,1,1.48,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622739434242249,-0.6622739434242249,8954
s_270166____16816830____12101926,Cc1ccc(C(N)CNc2cnccc2C#N)cc1,252.32,2.0,4.0,4.0,0,2,0.2,74.73,2,1,1,2.37,KRAS_G12D_VHL,KRAS G12D,VHL,0.662274956703186,-0.662274956703186,8955
s_240690____21572258____19726374,Cn1cc(CC(N)C(=O)NCC2=NOCC2)c2ccccc21,300.36,2.0,5.0,5.0,0,3,0.375,81.64,2,1,0,0.94,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622791886329651,-0.6622791886329651,8956
s_282730____26108198____26280650____26153784,CCCCC(C)c1nc2cc(C(C)(C)O)ccn2c1NCC,303.45,2.0,4.0,7.0,0,2,0.611,49.56,2,1,1,4.29,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622792482376099,-0.6622792482376099,8957
s_2624____818770____27380780,Cc1nc(-c2ccc(OC3CCCC=C3Br)cc2)no1,335.2,0.0,4.0,3.0,0,3,0.333,48.15,2,1,1,4.25,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622858643531799,-0.6622858643531799,8958
m_274552____23414858____15972858____13454104,COC(C)C(=O)NC(C)CCC(=O)N1CCC(N(C)C)C1,299.42,1.0,4.0,7.0,0,1,0.867,61.88,0,3,1,0.47,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622881293296814,-0.6622881293296814,8959
m_207____15756072____121218,Cc1ccc(CNCC2(O)CC(C)CCC2C(C)C)o1,279.42,2.0,3.0,5.0,0,2,0.765,45.4,1,3,0,3.5,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622940301895142,-0.6622940301895142,8960
s_282730____26154324____26278756____25797926,CNc1c(C(C)CCC(C)C)nc2ccc3cc[nH]c3n12,284.41,2.0,3.0,5.0,0,3,0.471,45.12,3,1,1,4.4,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622963547706604,-0.6622963547706604,8961
s_271570____30162388____28620562,Cc1ccc(-c2cccc(C(N)CO)c2)c(C(F)(F)F)c1,295.3,2.0,2.0,3.0,0,2,0.25,46.25,2,1,0,3.67,KRAS_G12D_VHL,KRAS G12D,VHL,0.662297785282135,-0.662297785282135,8962
m_1458____25973842____26097000,CSCCC(O)CC(=O)OC1CCc2ccccc2C1=O,308.4,1.0,5.0,6.0,0,2,0.5,63.6,1,2,1,2.23,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622982025146484,-0.6622982025146484,8963
s_271570____28264086____13419854,CC1(C)CNc2cc(-c3n[nH]c4cc(Cl)ccc34)cnc2O1,314.78,2.0,4.0,1.0,0,4,0.25,62.83,3,0,0,3.86,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622995734214783,-0.6622995734214783,8964
s_273712____28736464____23917304,CC1CC(=Cc2n[nH]c3ncc(C(=O)O)cc23)CO1,259.26,2.0,4.0,2.0,0,3,0.308,88.1,2,1,1,1.85,KRAS_G12D_VHL,KRAS G12D,VHL,0.6622997522354126,-0.6622997522354126,8965
s_2230____11399144____4858186,Cn1cc(CN2c3ccccc3CCC2CCO)cn1,271.36,1.0,4.0,4.0,0,3,0.438,41.29,2,1,1,2.12,KRAS_G12D_VHL,KRAS G12D,VHL,0.6623011231422424,-0.6623011231422424,8966
m_276492____14270000____14701262,COCCC(CO)NC1=NC2CCCCCC2N1,255.36,3.0,5.0,5.0,0,2,0.923,65.88,0,3,1,0.63,KRAS_G12D_VHL,KRAS G12D,VHL,0.6623054146766663,-0.6623054146766663,8967
