TPD ID,TPD NAME,PubChem synonyms,SMILES,Subtype,Fomula,Target Symbol,Target ID,Ligase,Source
TPD-W2HR7T,OPB-171775,"OPB-171775; 2131210-15-4; SCHEMBL20607360; GTPL13643; EX-A9729; OPB171775; Example 124 [US20190023662]; HY-162730; H40364; (4R)-3-[2,3-difluoro-4-(2-hydroxy-2-methylpropoxy)phenyl]-4-methyl-4,5-dihydro-1H-pyridazin-6-one; (5R)-6-[2,3-Difluoro-4-(2-hydroxy-2-methylpropoxy)phenyl]-4,5-dihydro-5-methyl-3(2H)-pyridazinone; (R)-6-(2,3-Difluoro-4-(2-hydroxy-2-methylpropoxy)phenyl)-5-methyl-4,5-dihydropyridazin-3(2H)-one",C[C@@H]1CC(=O)NN=C1C2=C(C(=C(C=C2)OCC(C)(C)O)F)F,Stabilizer,C15H18F2N2O3,PDE3A;SLFN12,Q14432/Q8IYM2,.,10.1158/1078-0432.CCR-24-0096
TPD-3HGBX2,GSPT1 degrader-1,GSPT1 degrader-1; SCHEMBL29225932; EX-A11419; PD215275; HY-155552; CS-0881347; 3037491-05-4,COCCN(C)Cc1cc(NC(=O)CCc2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3)cc(Cl)c1C,Degrader,C28H33ClN4O5,GSPT1,P15170,CRBN,10.1016/j.ejmech.2023.115580
TPD-G1IE4T,Indisulam,"Indisulam; 165668-41-7; N-(3-chloro-1H-indol-7-yl)benzene-1,4-disulfonamide; E7070; E-7070; N1-(3-chloro-1H-indol-7-yl)benzene-1,4-disulfonamide; indisulamum; N-(3-Chloro-1H-indol-7-yl)-1,4-benzenedisulfonamide; E 7070; WJ98J3NM90; INDISULAM [INN]; INDISULAM [MI]; INDISULAM [USAN]; INDISULAM [WHO-DD]; 1,4-Benzenedisulfonamide, N-(3-chloro-1H-indol-7-yl)-; CHEBI:145431; DTXSID50168008; N-(3-chloro-7-indolyl)-1,4-benzenedisulphonamide; N(1)-(3-chloro-1H-indol-7-yl)benzene-1,4-disulfonamide; n-(3-chloro-1h-indol-7-yl)-4-sulfamoylbenzenesulfonamide; 1,4-BENZENEDISULFONAMIDE, N-(3-CHLORO-1H-INDOL-7-YL); N-(3-chloro-7-indolyl)-1,4-benzenedisulfonamide; DTXCID2090499; N-(3-Chloro-7-indoyl)-1,4-Benzenedisulfonamide; 4-N-(3-chloro-1H-indol-7-yl)benzene-1,4-disulfonamide; 1,4-Benzenedisulfonamide, N1-(3-chloro-1H-indol-7-yl)-; CHEMBL77517; N~1~-(3-chloro-1H-indol-7-yl)benzene-1,4-disulfonamide; indisulam (e7070); UNII-WJ98J3NM90; Indisulam (IND); EF6; ER-35744; Indisulam (USAN/INN); SCHEMBL91389; Indisulam [USAN:INN:BAN]; GTPL7046; N-(3-Chloro-1H-indol-7-yl)benzene-1,4disulfonamide; Indisulam, >=98% (HPLC); BDBM10890; GLXC-01609; GLXC-10197; BCP06110; s9742; AKOS022181456; DB06370; SB16544; AC-36646; AS-69532; HY-13650; DB-064580; CS-0007710; NS00068354; C73201; D04522; EN300-7378250; BRD-K17610631-001-03-3; Q27078056; 1-N-(3-chloro-1H-indol-7-yl)benzene-1,4-disulfonamide; Z2724205552",C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl  ,Degrader,C14H12ClN3O4S2,RBM39,Q14498,DCAF15,10.1016/j.celrep.2023.113307
TPD-GOL2K4,4-methyl-N-quinolin-6-ylbenzenesulfonamide,4-methyl-N-quinolin-6-ylbenzenesulfonamide; MLS000043349; SMR000019968; 4-methyl-N-(quinolin-6-yl)benzene-1-sulfonamide; 4-METHYL-N-(QUINOLIN-6-YL)BENZENESULFONAMIDE; 253328-68-6; NSC109475; Maybridge1_002155; regid4252281; Oprea1_619472; cid_268975; SCHEMBL6978649; CHEMBL1348931; BDBM37100; HMS547J21; HMS2403F11; CCG-48190; STL445217; AKOS001694716; HS-6865; NSC-109475; 4-methyl-N-(6-quinolyl)benzenesulfonamide; 4-methyl-N-(6-quinolinyl)benzenesulfonamide; 4-methyl-N-quinolin-6-yl-benzenesulfonamide; SR-01000615228-2,Cc1ccc(S(=O)(=O)Nc2ccc3ncccc3c2)cc1,Degrader,C16H14N2O2S,RBM39;RBM23,Q14498/Q86U06,DCAF15,10.1021/jacs.2c10784
TPD-1MQD3N,Uridine Diphosphate Glucose,"UDP-glucose; URIDINE DIPHOSPHATE GLUCOSE; 133-89-1; UDP-a-D-Glucose; UDP-alpha-D-Glucose; co-waldenase; UDPglucose; URIDINE-5'-DIPHOSPHATE-GLUCOSE; co-galactoisomerase; Uridine diphosphoglucose; Cogalactoisomerase; UDP glucose; Uridine 5'-(trihydrogen diphosphate), mono-alpha-d-glucopyranosyl ester; 5'-Diphosphoglucose; URIDINE-5'-DIPHOSPHOGLUCOSE; Uridine diphospho-D-glucose; UDP-Glc; UNII-V50K1D7P4Y; Uridine pyrophosphate-glucose; Diphosphate Glucose, Uridine; Uridine 5'-diphosphate glucose; V50K1D7P4Y; CHEBI:46229; EINECS 205-121-4; UDP-glucose Disodium Salt; Uridine 5'-diphospho-alpha-D-glucose; Uridine 5'-pyrophosphate glucose ester; DTXSID00157902; COGALACTOISOMERASE [WHO-DD]; URIDINE DIPHOSPHATE GLUCOSE [MI]; URIDINE DIPHOSPHATE GLUCOSE [WHO-DD]; Uridine 5'-(alpha-D-glucopyranosyl pyrophosphate); uridine 5'-[3-alpha-D-glucopyranosyl dihydrogen diphosphate]; Uridine 5'-(trihydrogen diphosphate), P'-alpha-D-glucopyranosyl ester; URIDINE 5'-(TRIHYDROGEN DIPHOSPHATE), P'-.ALPHA.-D-GLUCOPYRANOSYL ESTER; Glucose, UDP; Diphosphoglucose, Uridine; Glucose, Uridine Diphosphate; uridine 5'-(3-alpha-D-glucopyranosyl dihydrogen diphosphate); (((2r,3s,4r,5r)-3,4-dihydroxy-5-(4-hydroxy-2-oxopyrimidin-1-yl)oxolan-2-yl)methoxy(hydroxy)phosphoryl)oxy(((3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy)phosphinic acid; {[(2r,3s,4r,5r)-3,4-dihydroxy-5-(4-hydroxy-2-oxopyrimidin-1-yl)oxolan-2-yl]methoxy(hydroxy)phosphoryl}oxy([(3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy)phosphinic acid; DTXCID8080393; Uridine 5'-diphospho-I+--D-glucose; URIDINE-5'-diphosphoric acid-glucose; GLUCOSE-uridine-C1,5'-diphosphoric acid; Uridine 5'-(I+--D-glucopyranosyl pyrophosphate); Uridine 5'-(trihydrogen diphosphate), mono-a-d-glucopyranosyl ester; Uridine 5'-(trihydrogen diphosphate), p'-a-D-glucopyranosyl ester; Uridine 5'-(trihydrogen diphosphate), p'-I+--D-glucopyranosyl ester; Uridine 5'-(trihydrogen diphosphate), mono-I+--D-glucopyranosyl ester; Uridine 5'-(trihydrogen diphosphoric acid), mono-a-D-glucopyranosyl ester; Uridine 5'-(trihydrogen diphosphoric acid), mono-I+--D-glucopyranosyl ester; Uridine 5'-(trihydrogen diphosphoric acid), p'-a-D-glucopyranosyl ester; Uridine 5'-(trihydrogen diphosphoric acid), p'-alpha-D-glucopyranosyl ester; Uridine 5'-(trihydrogen diphosphoric acid), p'-I+--D-glucopyranosyl ester; Uridine 5'-(trihydrogen diphosphoric acid), mono-alpha-D-glucopyranosyl ester; uridinediphosphoglucose; UDPG; Uridine 5'-diphosphoglucose; [[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] hydrogen phosphate; Uridine diphosphate-glucose; GLUCOSE-URIDINE-C1,5'-DIPHOSPHATE; (UDP)glucose; UDP-delta-glucose; (UPD)-glucose; Uridindiphosphoglucose; Mono-D-glucosyl ester; UDP-alpha-delta-Glucose; 5''''-Diphosphoglucose; SCHEMBL454078; Uridine diphospho-delta-glucose; CHEMBL375951; GTPL1783; SCHEMBL28221488; Uridine-5''''-Diphosphoglucose; Uridine 5'-diphospho-a-D-glucose; URIDINE-5'-MONOPHOSPHATE GLUCOPYRANOSYL-MONOPHOSPHATE ESTER; Uridine 5-(trihydrogen diphosphate); BDBM50209659; BDBM50423218; AKOS040744389; DB01861; Uridine 5'-diphospho-alpha-delta-glucose; C00029; G64794; Q424649; Uridine 5'-pyrophosphate a-D-glucopyranosyl ester; Uridine 5'-pyrophosphate a-delta-glucopyranosyl ester; uridine 5''-[3-alpha-D-glucopyranosyl dihydrogen diphosphate]; Uridine 5'-(trihydrogen pyrophosphate), mono-D-glucosyl ester; Uridine 5'-(trihydrogen diphosphate) alpha-D-gucopyranosyl ester; Uridine 5'-pyrophosphate, alpha-D-glucopyranosyl ester (6CI,7CI); Uridine 5'-(trihydrogen diphosphate), P'-a-D-glucopyranosyl ester (9CI); Uridine 5/'-(trihydrogen diphosphate), mono-alpha-d-glucopyranosyl ester; URIDINE 5'-(TRIHYDROGEN DIPHOSPHATE), P'-.ALPHA.-D- GLUCOPYRANOSYL ESTER; Uridine 5'-(trihydrogen pyrophosphate), mono-alpha-D-glucopyranosyl ester (8CI); [(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl (2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl dihydrogen diphosphate (non-preferred name)",C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O,Degrader,C15H24N2O17P2,GCK,P35557,CRBN,10.3390/ijms23169094
TPD-V8AZU8,Baicalin,"Baicalin; 21967-41-9; Baicalein 7-O-glucuronide; 7-D-Glucuronic acid-5,6-dihydroxyflavone; Baicalein 7-glucuronide; CHEBI:2981; 347Q89U4M5; 5,6-dihydroxy-4-oxo-2-phenyl-4H-chromen-7-yl beta-D-glucopyranosiduronic acid; 7-D-glucuronic acid-5,6-dihydroxy-flavone; UNII-347Q89U4M5; 5,6,7-trihydroxyflavone 7-O-beta-D-glucuronide; beta-D-Glucopyranosiduronic acid, 5,6-dihydroxy-4-oxo-2-phenyl-4H-1-benzopyran-7-yl; BAICALEIN 7-O-BETA-D-GLUCURONIDE; 5,6-dihydroxy-4-oxo-2-phenyl-4H-1-benzopyran-7-yl beta-D-glucopyranosiduronic acid; BAICALEIN 7-O-GLUCURONIDE (USP-RS); BAICALEIN 7-O-GLUCURONIDE [USP-RS]; MFCD00134418; CHEMBL485818; BAICALIN 7-B-D-GLUCURONIDE; Baicalein 7-O-.beta.-D-glucuronide; (2S,3S,4S,5R,6R)-6-(5,6-dihydroxy-4-oxo-2-phenylchromen-7-yl)oxy-3,4,5-trihydroxyoxane-2-carboxylic acid; (2S,3S,4S,5R,6S)-6-[(5,6-dihydroxy-4-oxo-2-phenyl-4H-chromen-7-yl)oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid; (2S,3S,4S,5R,6S)-6-(5,6-dihydroxy-4-oxo-2-phenylchromen-7-yl)oxy-3,4,5-trihydroxyoxane-2-carboxylic acid; 5,6-Dihydroxy-4-oxo-2-phenyl-4H-1-benzopyran-7-yl ; A-D-Glucopyranosiduronic Acid; baikalin; 0XE; ss-D-Glucopyranosiduronic acid, 5,6-dihydroxy-4-oxo-2-phenyl-4H-1-benzopyran-7-yl; Baicalin (6CI,7CI,8CI); Baicalein 7-O-glucuronide; Baicalein 7-O-ss-D-glucuronide; Baicalein 7-glucuronide; Baicalin (Standard); Baicalin, 95%; (2S,3S,4S,5R,6S)-6-((5,6-dihydroxy-4-oxo-2-phenyl-4H-chromen-7-yl)oxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-carboxylic acid; BAICALIN [VANDF]; Baicalein-7-D-glucuronide; BAICALIN [WHO-DD]; 31564-28-0; SCHEMBL285082; GTPL13076; HY-N0197R; TJN-151; DTXSID701346569; GLXC-10491; Baicalin, >=99.0% (HPLC); HY-N0197; MSK40031; BDBM50242173; AKOS007930529; AKOS015955933; Baicalin 1000 microg/mL in Methanol; AC-7990; CCG-214128; CS-5302; MB08110; Baicalein 7-beta-D-glucopyranosiduronate; compound 15 [PMID: 37666112]; NCGC00386028-03; (2S,3S,4S,5R,6S)-6-(5,6-DIHYDROXY-4-OXO-2-PHENYL-CHROMEN-7-YL)OXY-3,4,5-TRIHYDROXY-OXANE-2-CARBOXYLIC ACID; (2S,3S,4S,5R,6S)-6-(5,6-dihydroxy-4-oxo-2-phenyl-chromen-7-yl)oxy-3,4,5-trihydroxy-tetrahydropyran-2-carboxylic acid; 1ST40031; AS-13226; PD132941; NS00097648; Q2879368; BRD-K49962337-001-01-1; Baicalin, European Pharmacopoeia (EP) Reference Standard; 5,6,7-Trihydroxyflavone-7-O-.beta.-D-glucopyranosideuronic acid; Baicalin;5,6-Dihydroxy-4-oxygen-2-phenyl-4H-1-benzopyran-7-beta-D-glucuronide; (2S,3S,4S,5R,6S)-6-(5,6-dihydroxy-4-oxo-2-phenyl-4H-chromen-7-yloxy)-3,4,5-trihydroxy-tetrahydro-2H-pyran-2-carboxylic acid; (2S,3S,4S,5R,6S)-6-(5,6-dihydroxy-4-oxo-2-phenylchromen-7-yl)oxy-3,4,5-trihydroxyoxane-2-carboxylicacid; .BETA.-D-GLUCOPYRANOSIDURONIC ACID, 5,6-DIHYDROXY-4-OXO-2-PHENYL-4H-1-BENZOPYRAN-7-YL",C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O  ,Stabilizer,C21H18O11,RTA,P02879,.,10.1074/jbc.M114.632828
TPD-BZVBBV,Lutein,"Lutein; Bo-Xan; Vegetable lutein; all-trans-Lutein; Vegetable luteol; trans-Lutein; Lutein ester; Xantofyl; all-trans-(+)-Xanthophyll; FloraGLO; FloraGLO Lutein; Lutein, all-trans-; all-trans-Xanthophyll; Lutamax; E 161b; Oro Glo 7; Xanthophyll, all-trans-(+)-; Leutein; Lutein from tagetes erecta; OS 24; UNII-X72A60C9MT; INS NO.161B(I); X72A60C9MT; DTXSID8046749; CHEBI:28838; INS-161B(I); E 161; EINECS 204-840-0; E-161B; E-161B(I); NSC 59193; NSC-59193; DTXCID6026749; (3R,3'R,6'R)-beta,epsilon-carotene-3,3'-diol; LUTEIN (USP-RS); LUTEIN [USP-RS]; LUTEIN (MART.); LUTEIN [MART.]; NSC59193; gamma Lutein; Lutein, gamma; (3R,3'R,6R)-4,5-didehydro-5,6-dihydro-beta,beta-carotene-3,3'-diol; (1R,4R)-4-((1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-((4R)-4-HYDROXY-2,6,6-TRIMETHYL-1-CYCLOHEXEN-1-YL)-3,7,12,16-TETRAMETHYL-1,3,5,7,9,11,13,15,17-OCTADECANONAEN-1-YL)-3,5,5-TRIMETHYL-2-CYCLOHEXEN-1-OL; Leutin; Noon for Kids; (3R,3'R,6S)-4,5-DIDEHYDRO-5,6-DIHYDRO-BETA,BETA-CAROTENE-3,3'-DIOL; (3R,3'R,6R)-4,5-DIDEHYDRO-5,6-DIHYDRO-beta,beta-CAROTIN-3,3'-DIOL; beta,beta-CAROTENE-3,3'-DIOL, 4,5-DIDEHYDRO-5,6-DIHYDRO-, (3R,3'R,6R)-; 204-840-0; 4-(18-(4-hydroxy-2,6,6-trimethyl-1-cyclohex-2-enyl)-3,7,12,16-tetramethyl-octadeca-1,3,5,7,9,11,13,15,17-nonaenyl)-3,5,5-trimethyl-cyclohex-3-en-1-ol; XANTHOPHYLL; 127-40-2; Lutein A; beta,epsilon-Carotene-3,3'-diol, (3R,3'R,6'R)-; (3R,3'R,6'R)-Lutein; beta,epsilon-Carotene-3,3'-diol; Xanthophyll (~80%); (1R)-4-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(1R,4R)-4-hydroxy-2,6,6-trimethylcyclohex-2-en-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-3,5,5-trimethylcyclohex-3-en-1-ol; .beta.,.epsilon.-Carotene-3,3'-diol; .beta.,.epsilon.-Carotene-3,3'-diol, (3R,3'R,6'R)-; A1LXP; (1R,4R)-4-((1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-((R)-4-hydroxy-2,6,6-trimethylcyclohex-1-en-1-yl)-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaen-1-yl)-3,5,5-trimethylcyclohex-2-enol; 180580-60-3; Lutein; Xantofyl; NCGC00167965-01; Lutein (Standard); ()-Lutein; MFCD08435941; Lutein (Xanthophyll); Lutein - 5%; Lutein, 88%; Xanthophyll, tech grade; LEUTEIN [VANDF]; LUTEIN [VANDF]; e-carotene-3,3'-diol; Lutein - 20%; Lutein - 50%; Lutein - 95%; LUTEIN [DSC]; LUTEIN [FCC]; XANTHOPHYLL [MI]; Xanthophyll, from marigold; XANTOFYL [WHO-DD]; Lutein, analytical standard; SCHEMBL19342; 3,3'-Dihydroxy-alpha-carotene; CHEMBL173929; (invertedexclamationmarkA)-Lutein; BCBcMAP01_000190; GTPL13099; HY-N6947R; MSK1576; HMS3886I13; HY-N6947; (3R,3'R)-dihydroxy-alpha-carotene; Tox21_112594; ( inverted exclamation markA)-Lutein; BBL101804; LMPR01070274; s5103; STL555601; AKOS008901394; CCG-270087; DB00137; FX28735; SMP1_000317; AS-63011; CAS-127-40-2; FL138925; FX160846; XL176941; XL176948; CS-0015250; NS00019507; C08601; BRD-K16742848-001-01-8; BRD-K16742848-001-02-6; Q63409232; 4',5'-Didehydro-6'-hydro-.beta.-carotene-3,3'-diol #; AB972DAC-E626-49F1-898D-598AF7729FD0; Lutein, Pharmaceutical Secondary Standard; Certified Reference Material; (3R,3'R,6'R)-?,?-Carotene-3,3'-diol;?-Carotene-3,3'-diol;Xanthophyll;Lutein A; (3R,3'R,6R)-4,5-DIDEHYDRO-5,6-DIHYDRO-.BETA.,.BETA.-CAROTENE-3,3'-DIOL; (3R,3'R,6R)-4,5-DIDEHYDRO-5,6-DIHYDRO-.BETA.,.BETA.-CAROTIN-3,3'-DIOL; .BETA.,.BETA.-CAROTENE-3,3'-DIOL, 4,5-DIDEHYDRO-5,6-DIHYDRO-, (3R,3'R,6R)-",CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,Stabilizer,C40H56O2,ChlG;HliD,Q38833/P72932,.,10.1042/BCJ20200561
TPD-Z1X484,CC-3060,"4-(1-Benzofuran-2-ylmethylamino)-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione\; CC-3060; 444288-86-2; SCHEMBL2384445; GLXC-23268; BP-42139; HY-153698; CS-0835094; 4-((Benzofuran-2-ylmethyl)amino)-2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione",C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCC4=CC5=CC=CC=C5O4 ,Degrader,C22H17N3O5,ZBTB16,Q05516,CRBN,10.1021/acschembio.0c00674
TPD-BVQ43A,GLXC-23269,"4-(3-(tert-Butyl)phenoxy)-2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione\; cc-647; SCHEMBL14085726; GLXC-23269; 4-(3-(tert-Butyl)phenoxy)-2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione; 1061605-35-3",CC(C)(C)C1=CC(=CC=C1)OC2=CC=CC3=C2C(=O)N(C3=O)C4CCC(=O)NC4=O ,Degrader,C23H22N2O5,ZBTB16,Q05516,CRBN,10.1021/acschembio.0c00674
TPD-VO0OTD,bisindolylmaleimide IX,"bisindolylmaleimide IX; ro 31-8220; 125314-64-9; Ro31-8220; Ro-31-8220; Ro-318220; Ro 31 8220; Ro 318220; 3-[3-[4-(1-methylindol-3-yl)-2,5-dioxopyrrol-3-yl]indol-1-yl]propyl carbamimidothioate; CHEMBL6291; W9A0B5E78O; CHEBI:38912; 3-{3-[4-(1-methyl-1H-indol-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl]-1H-indol-1-yl}propyl carbamimidothioate; 3-{3-[4-(1-methyl-1H-indol-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl]-1H-indol-1-yl}propyl imidothiocarbamate; Carbamimidothioic acid, 3-(3-(2,5-dihydro-4-(1-methyl-1H-indol-3-yl)-2,5-dioxo-1H-pyrrol-3-yl)-1H-indol-1-yl)propyl ester; Ro 31-8220 methanesulfonate;Bisindolylmaleimide IX mesylate; CHEMBL1591531; bisindolymaleimide IX; BiomolKI_000033; UNII-W9A0B5E78O; DRN; bisindolylmaleimide-IX; Bisindolylmaleimide 11b; Ro?31-8220?; ROCHE screening, 57; 3-[1-[3-(Amidinothio)propyl]-3-indolyl]-4-(1-methyl-3-indolyl)-1H-pyrrole-2,5-dione Methanesulfonate; BiomolKI2_000041; BIM-9; BSPBio_001077; KBioGR_000417; KBioSS_000417; BDBM3175; GTPL5259; SCHEMBL1567017; KBio2_000417; KBio2_002985; KBio2_005553; KBio3_000793; KBio3_000794; DTXSID20154736; EX-A384; DSXXEELGXBCYNQ-UHFFFAOYSA-N; Bio2_000369; Bio2_000849; GLXC-10650; HMS1792E19; HMS1990E19; HMS3401B10; HMS3403E19; HMS3673M03; AFA31464; BCP13149; NFA48918; BDBM50400734; EI-283; HY-13866A; NSC767237; AKOS030526357; CCG-100637; CS-1678; NSC-767237; SDCCGRCH-0000021.P001; IDI1_002124; NCGC00092293-02; NCGC00092293-03; NCGC00092293-04; NCGC00092293-05; NCGC00092293-15; AC-33051; DA-57490; Ro 318220 & Z-100; Q7339195; BRD-K06543683-001-04-4; BRD-K06543683-066-01-3; BRD-K06543683-066-02-1; BRD-K06543683-066-03-9; BRD-K06543683-066-04-7; BRD-K06543683-066-05-4; Ro-31-8220 - CAS 138489-18-6; 2-[3-[3-[4-(1-methylindol-3-yl)-2,5-dioxo-pyrrol-3-yl]indol-1-yl]propyl]isothiourea; 2-{1-[3-(amidinothio)propyl]-1h-indol-3-yl}-3-(1-methylindol-3-yl)maleimide; 3-[3-[4-(1-methylindol-3-yl)-2,5-dioxopyrrol-3-yl]indol-1-yl]propylsulfanylmethanimidamide; [(3-{3-[4-(1-methyl-1H-indol-3-yl)-2,5-dioxo-2,5-dihydro-1H-pyrrol-3-yl]-1H-indol-1-yl}propyl)sulfanyl]methanimidamide; Carbamimidothioic acid, 3-[3-[2,5-dihydro-4-(1-methyl-1H-indol-3-yl)-2,5-dioxo-1H-pyrrol-3-yl]-1H-indol-1-yl]propyl ester & Z-100",CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=N)N,Stabilizer,C25H23N5O2S,SMAD4;SMAD3,Q13485/P84022,.,10.1016/j.chembiol.2020.11.010
TPD-7S830T,PMID38795517_AN-5777,.,Cc1nc2c(C)cccc2cc1C(=O)N/N=C/c1ccccc1O,Degrader,C19H17N3O2,GSPT1,P15170,CRBN,10.1016/j.ejmech.2024.116524
TPD-ZR06I6,PMID35717803_TD-522,"1-(4-Tert-butyl-3-chlorophenyl)-3-[1-[3-(2,6-dioxopiperidin-3-yl)-4-oxo-1,2,3-benzotriazin-6-yl]ethyl]urea",CC(NC(=O)Nc1ccc(C(C)(C)C)c(Cl)c1)c1ccc2nnn(C3CCC(=O)NC3=O)c(=O)c2c1,Degrader,C25H27ClN6O4,GSPT1,P15170,CRBN,10.1016/j.bioorg.2022.105923
TPD-CZUEW1,(inverted exclamation markA)-BI-D,"1416258-16-6; (+/-)-BI-D; ( inverted exclamation markA)-BI-D; (inverted exclamation markA)-BI-D; DL-BI-D; BID; CHEMBL4291455; 2-[4-(3,4-dihydro-2H-chromen-6-yl)-2-methylquinolin-3-yl]-2-[(2-methylpropan-2-yl)oxy]acetic acid; ALLINI; BI-D; SCHEMBL18347848; GLXC-20703; (?)-BI-D; BCP26025; (??)-BI-D; BDBM50467945; AKOS030526506; CS-3511; NCGC00390668-02; DA-68994; HY-18601; MS-26939; 2-tert-butoxy-2-(4-chroman-6-yl-2-methyl-3-quinolyl)acetic acid; BI-D; BI D;( inverted exclamation markA)-BI-D;(Inverted exclamation markA)-BI-D; (AfAE'A centa' notA inverted exclamation markAfasA'A inverted exclamation markAfAE'Adaggeratrade markAfA centA centa' notA inverted exclamation markA'A not)-BI-D",CC1=NC2=CC=CC=C2C(=C1C(C(=O)O)OC(C)(C)C)C3=CC4=C(C=C3)OCCC4 ,Stabilizer,C25H27NO4,HIV-1 Integrase,P12497,.,10.1128/mbio.03560-22
TPD-2459CI,SCHEMBL21638755,"2-[4-(4-Chlorophenyl)-2,3,6-trimethyl-1-[(1-methylpyrazol-4-yl)methyl]pyrrolo[2,3-b]pyridin-5-yl]-2-[(2-methylpropan-2-yl)oxy]acetic acid\; SCHEMBL21638755",Cc1nc2c(c(C)c(C)n2Cc2cnn(C)c2)c(-c2ccc(Cl)cc2)c1C(OC(C)(C)C)C(=O)O,Stabilizer,C27H31ClN4O3,HIV-1 Integrase,P12497,.,10.1128/mbio.03560-22
TPD-KW5UMU,TMX-4100,"TMX-4100; 2367619-63-2; CHEMBL5091525; SCHEMBL22711376; GLXC-25097; EX-A6059; AKOS040757594; DA-78516; MS-23693; HY-145321; CS-0371240; F83835; 3-(4-thiophen-3-yltriazol-1-yl)piperidine-2,6-dione; 3-[4-(3-Thienyl)-1H-1,2,3-Triazol-1-Yl]-2,6-Piperidinedione; 3-(4-(Thiophen-3-yl)-1H-1,2,3-triazol-1-yl)piperidine-2,6-dione",C1CC(=O)NC(=O)C1N2C=C(N=N2)C3=CSC=C3,Degrader,C11H10N4O2S,PDE6D,O43924,CRBN,10.1021/acs.jmedchem.1c01832
TPD-3V2A7F,TMX-4116,"3-[4-[4-Methoxy-5-(pyrrolidine-1-carbonyl)thiophen-3-yl]triazol-1-yl]piperidine-2,6-dione\; TMX-4116; 2766385-56-0; 3-(4-(4-Methoxy-5-(pyrrolidine-1-carbonyl)thiophen-3-yl)-1H-1,2,3-triazol-1-yl)piperidine-2,6-dione; 3-{4-[4-methoxy-5-(pyrrolidine-1-carbonyl)thiophen-3-yl]-1H-1,2,3-triazol-1-yl}piperidine-2,6-dione; CHEMBL5076661; GLXC-25098; EX-A6316; MS-26477; HY-145322; CS-0371242; G62069; EN300-43393879; 3-[4-[4-Methoxy-5-(pyrrolidine-1-carbonyl)thiophen-3-yl]triazol-1-yl]piperidine-2,6-dione",COC1=C(SC=C1C2=CN(N=N2)C3CCC(=O)NC3=O)C(=O)N4CCCC4,Degrader,C17H19N5O4S,CK1α,P48729,CRBN,10.1021/acs.jmedchem.1c01832
