TPD ID,Activity Type,Target Symbols,Target IDs,Cell Line,Activity
TPD-510GL4,EC50,IKZF2,Q9UKS7,HEK293,0.005μM
TPD-B2UPMA,EC50,IKZF2,Q9UKS7,HEK293,0.033μM
TPD-KYC395,EC50,IKZF2,Q9UKS7,HEK293,0.007μM
TPD-5VY177,Dmax ,IKZF2,Q9UKS7,HEK293,82%
TPD-U43KVO,Dmax ,IKZF2,Q9UKS7,HEK293,96%
TPD-2XLBFI,Dmax ,IKZF2,Q9UKS7,HEK293,98%
TPD-SFWEZR,Dmax ,IKZF2,Q9UKS7,HEK293,85%
TPD-5R3IOA,Dmax ,IKZF2,Q9UKS7,HEK293,68%
TPD-LR42AC,Dmax ,IKZF2,Q9UKS7,HEK293,88%
TPD-CXA3NY,Dmax ,IKZF2,Q9UKS7,HEK293,94%
TPD-9Y8KQ8,Dmax ,IKZF2,Q9UKS7,HEK293,98%
TPD-D0YEI5,Dmax ,IKZF2,Q9UKS7,HEK293,96%
TPD-SG3F60,Dmax ,IKZF2,Q9UKS7,HEK293,92%
TPD-UXHHZM,Dmax ,IKZF2,Q9UKS7,HEK293,95%
TPD-AGOTG5,Dmax ,IKZF2,Q9UKS7,HEK293,96%
TPD-Z6QY0Q,Dmax ,IKZF2,Q9UKS7,HEK293,96%
TPD-TZW7FL,Dmax ,IKZF2,Q9UKS7,HEK293,96%
TPD-VRXHQ1,Dmax ,IKZF2,Q9UKS7,HEK293,98%
TPD-Q4JKVL,Dmax ,IKZF2,Q9UKS7,HEK293,90%
TPD-7ED7GK,Dmax ,IKZF2,Q9UKS7,HEK293,96%
TPD-1PAC0U,Dmax ,IKZF2,Q9UKS7,HEK293,88%
TPD-3NZEOM,Dmax ,IKZF2,Q9UKS7,HEK293,94%
TPD-NOXTGU,Dmax ,IKZF2,Q9UKS7,HEK293,96%
TPD-2TVRDO,Dmax ,IKZF2,Q9UKS7,HEK293,80%
TPD-GWWWIX,Dmax ,IKZF2,Q9UKS7,HEK293,68%
TPD-W11FYV,Dmax ,IKZF2,Q9UKS7,HEK293,98%
TPD-ZT8W8G,Dmax ,IKZF2,Q9UKS7,HEK293,95%
TPD-7Y3KZ6,Dmax ,IKZF2,Q9UKS7,HEK293,76%
TPD-CU2S2C,Dmax ,IKZF2,Q9UKS7,HEK293,96%
TPD-1JJKGC,Dmax ,IKZF2,Q9UKS7,HEK293,97%
TPD-6DXW1W,Dmax ,IKZF2,Q9UKS7,HEK293,96%
TPD-LJB12T,Dmax ,IKZF2,Q9UKS7,HEK293,97%
TPD-5Q6YC9,Dmax ,IKZF2,Q9UKS7,HEK293,93%
TPD-V671U0,Dmax ,IKZF2,Q9UKS7,HEK293,97%
TPD-WEL3KF,Dmax ,IKZF2,Q9UKS7,HEK293,98%
TPD-K1FGRR,Dmax ,IKZF2,Q9UKS7,HEK293,98%
TPD-DWWUB6,Dmax ,IKZF2,Q9UKS7,HEK293,98%
TPD-510GL4,Dmax ,IKZF2,Q9UKS7,HEK293,95%
TPD-B2UPMA,Dmax ,IKZF2,Q9UKS7,HEK293,94%
TPD-KYC395,Dmax ,IKZF2,Q9UKS7,HEK293,97%
TPD-UQ05UU,IC50,.,.,HEL,10nM≤x<100nM
TPD-W6WHBH,IC50,.,.,HEL,100nM≤x<1μM
TPD-UQ05UU,IC50,.,.,22Rv1,<10nM
TPD-E82NIN,IC50,.,.,NCI-H1155,10nM≤x<100nM
TPD-Y1XEVO,IC50,.,.,NCI-H1155,<10nM
TPD-Z5RKPL,IC50,.,.,NCI-H1155,<10nM
TPD-0TLOAR,IC50,.,.,NCI-H1155,10nM≤x<100nM
TPD-BBGRBL,IC50,.,.,NCI-H1155,10nM≤x<100nM
TPD-GKTUWA,IC50,.,.,MV-4-11,≥1μM
TPD-T5SQCV,IC50,.,.,MV-4-11,<10nM
TPD-4RSTUN,IC50,.,.,MV-4-11,10nM≤x<100nM
TPD-31G2CR,IC50,.,.,MV-4-11,≥1μM
TPD-3HY3RS,IC50,.,.,MV-4-11,10nM≤x<100nM
TPD-L71FY2,IC50,.,.,MV-4-11,≥1μM
TPD-FMQYKH,IC50,.,.,MV-4-11,10nM≤x<100nM
TPD-ERYDAS,IC50,.,.,MV-4-11,≥1μM
TPD-OKJ3HM,IC50,.,.,MV-4-11,≥1μM
TPD-5DX6YE,IC50,.,.,MV-4-11,<10nM
TPD-ST8R51,IC50,.,.,MV-4-11,10nM≤x<100nM
TPD-SM98S5,IC50,.,.,MV-4-11,<10nM
TPD-L1HHGZ,IC50,.,.,MV-4-11,≥1μM
TPD-80IQYW,IC50,.,.,MV-4-11,100nM≤x<1μM
TPD-O9M9DG,IC50,.,.,MV-4-11,≥1μM
TPD-G7FYC8,IC50,.,.,MV-4-11,100nM≤x<1μM
TPD-CP8MPC,IC50,.,.,MV-4-11,10nM≤x<100nM
TPD-9OOJ9Y,IC50,.,.,MV-4-11,10nM≤x<100nM
TPD-NVA4W1,IC50,.,.,MV-4-11,≥1μM
TPD-LPZMVP,IC50,.,.,MV-4-11,<10nM
TPD-MFGJKR,IC50,.,.,MV-4-11,<10nM
TPD-R0CNVU,IC50,.,.,MV-4-11,10nM≤x<100nM
TPD-GKTUWA,IC50,.,.,MV-4-11,100nM≤x<1μM
TPD-4RSTUN,IC50,.,.,MV-4-11,<10nM
TPD-3HY3RS,IC50,.,.,MV-4-11,<10nM
TPD-ERYDAS,IC50,.,.,MV-4-11,100nM≤x<1μM
TPD-L1HHGZ,IC50,.,.,MV-4-11,10nM≤x<100nM
TPD-80IQYW,IC50,.,.,MV-4-11,10nM≤x<100nM
TPD-O9M9DG,IC50,.,.,MV-4-11,10nM≤x<100nM
TPD-G7FYC8,IC50,.,.,MV-4-11,10nM≤x<100nM
TPD-9OOJ9Y,IC50,.,.,MV-4-11,<10nM
TPD-NVA4W1,IC50,.,.,MV-4-11,100nM≤x<1μM
TPD-R0CNVU,IC50,.,.,MV-4-11,<10nM
TPD-E82NIN,IC50,.,.,MOLM-13,10nM≤x<100nM
TPD-Y1XEVO,IC50,.,.,MOLM-13,<10nM
TPD-T5SQCV,IC50,.,.,MOLM-13,<10nM
TPD-31G2CR,IC50,.,.,MOLM-13,≥1μM
TPD-L71FY2,IC50,.,.,MOLM-13,≥1μM
TPD-FMQYKH,IC50,.,.,MOLM-13,100nM≤x<1μM
TPD-OKJ3HM,IC50,.,.,MOLM-13,≥1μM
TPD-5DX6YE,IC50,.,.,MOLM-13,10nM≤x<100nM
TPD-ST8R51,IC50,.,.,MOLM-13,100nM≤x<1μM
TPD-SM98S5,IC50,.,.,MOLM-13,10nM≤x<100nM
TPD-CP8MPC,IC50,.,.,MOLM-13,100nM≤x<1μM
TPD-LPZMVP,IC50,.,.,MOLM-13,<10nM
TPD-MFGJKR,IC50,.,.,MOLM-13,<10nM
TPD-YEGQCA,DC50,CCNK,O75909,HEK293T,120nM≤x<500nM
TPD-7X1GRV,DC50,CCNK,O75909,HEK293T,<20nM
TPD-YEGQCA,EC50,.,.,HS578T,120nM≤x<500nM
TPD-7X1GRV,EC50,.,.,HS578T,<20nM
TPD-DVOVFN,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-TTQPC4,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-TXH41S,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-I13IF6,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-6CS5UR,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-ZT04W1,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-OCDCES,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-RSYVTB,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-RONOMT,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-8E35JM,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-2VRTN2,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-X8Q4GQ,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-31ODEP,DC50,CK1α,P48729,HEK293,>1μM
TPD-PQS0TU,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-VVE5NA,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-478N5Y,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-9GDXH1,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-92OA6L,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-6E4V06,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-PEYVLN,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-POZLMG,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-P9V6WJ,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-ALAES9,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-G7LMVZ,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-M0Q4JB,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-AT3RNL,DC50,CK1α,P48729,HEK293,>1μM
TPD-0VO2DC,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-9Q0BWF,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-QVE9G9,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-QQ09VM,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-3K11ZK,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-DFX2DI,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-JB2PH1,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-DVOVFN,IC50,.,.,.,0.1μM<x≤1μM
TPD-TTQPC4,IC50,.,.,.,0.1μM<x≤1μM
TPD-TXH41S,IC50,.,.,.,0.1μM<x≤1μM
TPD-6CS5UR,IC50,.,.,.,0.1μM<x≤1μM
TPD-ZT04W1,IC50,.,.,.,0.1μM<x≤1μM
TPD-RONOMT,IC50,.,.,.,0.1μM<x≤1μM
TPD-2VRTN2,IC50,.,.,.,0.1μM<x≤1μM
TPD-X8Q4GQ,IC50,.,.,.,>1μM
TPD-VVE5NA,IC50,.,.,.,0.1μM<x≤1μM
TPD-9GDXH1,IC50,.,.,.,0.1μM<x≤1μM
TPD-ALAES9,IC50,.,.,.,0.1μM<x≤1μM
TPD-G7LMVZ,IC50,.,.,.,0.1μM<x≤1μM
TPD-DFX2DI,IC50,.,.,.,0.1μM<x≤1μM
TPD-YSMVP0,IC50,.,.,.,0.1μM<x≤1μM
TPD-VKU515,IC50,.,.,.,0.1μM<x≤1μM
TPD-1ISFE7,IC50,.,.,.,0.1μM<x≤1μM
TPD-A1UUW9,IC50,.,.,.,>1μM
TPD-8VRRVB,IC50,.,.,.,0.1μM<x≤1μM
TPD-7IK5FJ,IC50,.,.,.,0.1μM<x≤1μM
TPD-QCAWUZ,IC50,.,.,.,0.1μM<x≤1μM
TPD-JYGSJ0,IC50,.,.,.,0.1μM<x≤1μM
TPD-YSMVP0,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-VKU515,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-1ISFE7,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-A1UUW9,DC50,CK1α,P48729,HEK293,>1μM
TPD-8VRRVB,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-7IK5FJ,DC50,CK1α,P48729,HEK293,0.1μM<x≤1μM
TPD-QCAWUZ,DC50,CK1α,P48729,HEK293,>1μM
TPD-JYGSJ0,DC50,CK1α,P48729,HEK293,≤0.1μM
TPD-WQCYQN,IC50,.,.,MM1.S,<15nM
TPD-0JUP4L,IC50,.,.,MM1.S,<15nM
TPD-S5T74N,IC50,.,.,MM1.S,<15nM
TPD-648XEH,IC50,.,.,MM1.S,30nM≤x<150nM
TPD-CA5S74,IC50,.,.,MM1.S,30nM≤x<150nM
TPD-PMLPXL,IC50,.,.,MM1.S,15nM≤x<30nM
TPD-0FKNQX,IC50,.,.,MM1.S,<15nM
TPD-7RLEZE,IC50,.,.,MM1.S,30nM≤x<150nM
TPD-Z5VSAE,IC50,.,.,MM1.S,<15nM
TPD-0P3G9G,IC50,.,.,MM1.S,15nM≤x<30nM
TPD-X0EIM0,IC50,.,.,MM1.S,≥150nM
TPD-W9L5ZI,IC50,.,.,MM1.S,30nM≤x<150nM
TPD-WQCYQN,IC50,.,.,Mino,<60nM
TPD-0JUP4L,IC50,.,.,Mino,60nM≤x<120nM
TPD-S5T74N,IC50,.,.,Mino,<60nM
TPD-648XEH,IC50,.,.,Mino,≥120nM
TPD-CA5S74,IC50,.,.,Mino,≥120nM
TPD-PMLPXL,IC50,.,.,Mino,60nM≤x<120nM
TPD-0FKNQX,IC50,.,.,Mino,≥120nM
TPD-Z5VSAE,IC50,.,.,Mino,≥120nM
TPD-0P3G9G,IC50,.,.,Mino,≥120nM
TPD-X0EIM0,IC50,.,.,Mino,≥120nM
TPD-W9L5ZI,IC50,.,.,Mino,≥120nM
TPD-7RLEZE,IC50,.,.,MV-4-11,1μM≤x<20μM
TPD-NSRPL2,IC50,.,.,MV-4-11,<1nM
TPD-1B33Z9,IC50,.,.,MV-4-11,<1nM
TPD-Z3CYZE,IC50,.,.,MV-4-11,<1nM
TPD-DNY38I,IC50,.,.,MV-4-11,>100nM
TPD-NO47Z4,IC50,.,.,MV-4-11,10nM≤x≤100nM
TPD-DXVRKM,IC50,.,.,MV-4-11,<1nM
TPD-OI0Y4F,IC50,.,.,MV-4-11,10nM≤x≤100nM
TPD-3D38V9,IC50,.,.,MV-4-11,<1nM
TPD-KEKXTC,IC50,.,.,MV-4-11,1nM≤x<10nM
TPD-298GID,IC50,.,.,MV-4-11,10nM≤x≤100nM
TPD-VE69PZ,IC50,.,.,MV-4-11,10nM≤x≤100nM
TPD-6MP9CP,IC50,.,.,MV-4-11,1nM≤x<10nM
TPD-V8437G,IC50,.,.,MV-4-11,1nM≤x<10nM
TPD-DDOBJR,IC50,.,.,MV-4-11,1nM≤x<10nM
TPD-D4HKW2,IC50,.,.,MV-4-11,1nM≤x<10nM
TPD-3VRYGW,IC50,.,.,MV-4-11,1nM≤x<10nM
TPD-HO7WLG,IC50,.,.,MV-4-11,<1nM
TPD-JOO5E7,IC50,.,.,.,1μM≤x≤10μM
TPD-BEV4RO,IC50,.,.,.,<1μM
TPD-3BLCKD,IC50,.,.,.,<1μM
TPD-J6ESX9,IC50,.,.,.,1μM≤x≤10μM
TPD-T0PJF3,IC50,.,.,.,1μM≤x≤10μM
TPD-F6GS1A,IC50,.,.,.,1μM≤x≤10μM
TPD-M6062I,IC50,.,.,.,2.96μM
TPD-AH1YFV,IC50,.,.,.,1.83μM
TPD-MX2F3G,IC50,.,.,.,0.75μM
TPD-39QOSO,IC50,.,.,.,0.63μM
TPD-FC1M70,IC50,.,.,.,0.71μM
TPD-B6APB0,IC50,.,.,.,0.51μM
TPD-II8UOT,IC50,.,.,.,0.77μM
TPD-X4U6QP,IC50,.,.,.,0.41μM
TPD-JXAHU5,IC50,.,.,.,0.77μM
TPD-XCIBNA,IC50,.,.,.,0.54μM
TPD-DGWKLG,IC50,.,.,.,1.17μM
TPD-C9TM5Y,IC50,.,.,.,0.88μM
TPD-5JZSFX,IC50,.,.,.,0.23μM
TPD-TEG7D2,IC50,.,.,.,0.47μM
TPD-VE6AAW,IC50,.,.,.,0.48μM
TPD-NJVL07,IC50,.,.,.,0.16μM
TPD-TMSBGS,IC50,.,.,.,0.66μM
TPD-XMVBW7,IC50,.,.,.,0.55μM
TPD-RTJLTV,IC50,.,.,.,1.42μM
TPD-7FXJQH,IC50,.,.,.,1.16μM
TPD-V213GT,IC50,.,.,.,0.52μM
TPD-KYL3VU,IC50,.,.,.,0.46μM
TPD-5BFKTT,IC50,.,.,.,0.52μM
TPD-L0WNI6,IC50,.,.,.,1.44μM
TPD-OJCTY9,IC50,.,.,.,0.19μM
TPD-JV1ITV,IC50,.,.,.,0.24μM
TPD-SJ10PE,IC50,.,.,.,1.38μM
TPD-1VH741,IC50,.,.,.,0.34μM
TPD-Q72RME,IC50,.,.,.,1.59μM
TPD-JVG0AA,IC50,.,.,.,1.40μM
TPD-G7JECQ,IC50,.,.,.,0.23μM
TPD-UCVYED,IC50,.,.,.,0.17μM
TPD-7I684R,IC50,.,.,.,2.12μM
TPD-H750GN,IC50,.,.,.,0.85μM
TPD-05WBFT,IC50,.,.,.,0.56μM
TPD-V6JUCY,IC50,.,.,.,0.2μM
TPD-M6062I,Dmax ,IKZF1,Q13422,.,<50%
TPD-AH1YFV,Dmax ,IKZF1,Q13422,.,<50%
TPD-MX2F3G,Dmax ,IKZF1,Q13422,.,<50%
TPD-39QOSO,Dmax ,IKZF1,Q13422,.,<50%
TPD-FC1M70,Dmax ,IKZF1,Q13422,.,>50%
TPD-B6APB0,Dmax ,IKZF1,Q13422,.,>50%
TPD-II8UOT,Dmax ,IKZF1,Q13422,.,<50%
TPD-X4U6QP,Dmax ,IKZF1,Q13422,.,<50%
TPD-JXAHU5,Dmax ,IKZF1,Q13422,.,<50%
TPD-XCIBNA,Dmax ,IKZF1,Q13422,.,<50%
TPD-DGWKLG,Dmax ,IKZF1,Q13422,.,<50%
TPD-C9TM5Y,Dmax ,IKZF1,Q13422,.,>50%
TPD-5JZSFX,Dmax ,IKZF1,Q13422,.,>50%
TPD-TEG7D2,Dmax ,IKZF1,Q13422,.,<50%
TPD-VE6AAW,Dmax ,IKZF1,Q13422,.,>50%
TPD-NJVL07,Dmax ,IKZF1,Q13422,.,<50%
TPD-TMSBGS,Dmax ,IKZF1,Q13422,.,>50%
TPD-XMVBW7,Dmax ,IKZF1,Q13422,.,>50%
TPD-RTJLTV,Dmax ,IKZF1,Q13422,.,<50%
TPD-7FXJQH,Dmax ,IKZF1,Q13422,.,>50%
TPD-V213GT,Dmax ,IKZF1,Q13422,.,>50%
TPD-KYL3VU,Dmax ,IKZF1,Q13422,.,<50%
TPD-ZK2RSY,EC50,RBM39,Q14498,.,75.7nM
TPD-3R45K0,EC50,RBM39,Q14498,.,108.1nM
TPD-Y0MI5R,EC50,RBM39,Q14498,.,384.0nM
TPD-8EUUT9,EC50,RBM39,Q14498,.,297.6nM
TPD-FDYHE9,EC50,RBM39,Q14498,.,363.8nM
TPD-QQYD23,EC50,RBM39,Q14498,.,>30000nM
TPD-N2VHE2,EC50,RBM39,Q14498,.,8785.4nM
TPD-EI3T6T,EC50,RBM39,Q14498,.,127.7nM
TPD-5K9S3Y,EC50,RBM39,Q14498,.,299.1nM
TPD-GCJOD2,EC50,RBM39,Q14498,.,325.3nM
TPD-S40VS2,EC50,RBM39,Q14498,.,1972.3nM
TPD-1SMV92,EC50,RBM39,Q14498,.,2069.1nM
TPD-P3IFJK,EC50,RBM39,Q14498,.,729.2nM
TPD-ROIAJP,EC50,RBM39,Q14498,.,1633.8nM
TPD-L9UPDP,EC50,RBM39,Q14498,.,1364.0nM
TPD-FP1WLP,EC50,RBM39,Q14498,.,1619.6nM
TPD-0J44GE,EC50,RBM39,Q14498,.,3262.1nM
TPD-S4CJQL,EC50,RBM39,Q14498,.,2133.8nM
TPD-NE8N5A,EC50,RBM39,Q14498,.,99.6nM
TPD-45JO6P,EC50,RBM39,Q14498,.,168.3nM
TPD-G01BXV,EC50,RBM39,Q14498,.,359.2nM
TPD-PH7NRA,EC50,RBM39,Q14498,.,916.8nM
TPD-V8HAR4,EC50,RBM39,Q14498,.,>30000nM
TPD-414FJ2,EC50,RBM39,Q14498,.,959.6nM
TPD-2VD2OU,EC50,RBM39,Q14498,.,959.3nM
TPD-WC3RYT,EC50,RBM39,Q14498,.,649.9nM
TPD-WT9X90,EC50,RBM39,Q14498,.,1816.7nM
TPD-BN7BNQ,EC50,RBM39,Q14498,.,1132.5nM
TPD-C86CVL,EC50,RBM39,Q14498,.,3795.9nM
TPD-EX1CPB,EC50,RBM39,Q14498,.,6651.5nM
TPD-1P1PVH,EC50,RBM39,Q14498,.,2668.0nM
TPD-YIKVMB,EC50,RBM39,Q14498,.,1762.5nM
TPD-2B0KBD,EC50,RBM39,Q14498,.,47.0nM
TPD-AP9JRY,EC50,RBM39,Q14498,.,510.7nM
TPD-YZNYG4,EC50,RBM39,Q14498,.,422.8nM
TPD-9I3NXM,EC50,RBM39,Q14498,.,6067.5nM
TPD-80OJ87,EC50,RBM39,Q14498,.,6617.6nM
TPD-XUWIWW,EC50,RBM39,Q14498,.,918.7nM
TPD-CBR6W9,EC50,RBM39,Q14498,.,1956.8nM
TPD-MGCOMT,EC50,RBM39,Q14498,.,2150.0nM
TPD-KV8XR7,EC50,RBM39,Q14498,.,1564.4nM
TPD-A15HXP,EC50,RBM39,Q14498,.,505.2nM
TPD-BYII1J,IC50,.,.,NCI-H82,100nM-300nM
TPD-OQG9UV,IC50,.,.,NCI-H82,100nM-300nM
TPD-L4MWOF,IC50,.,.,NCI-H82,<=100nM
TPD-KH3KK9,IC50,.,.,NCI-H82,>300nM
TPD-BYII1J,IC50,.,.,HT-29,<=100nM
TPD-OQG9UV,IC50,.,.,HT-29,<=100nM
TPD-6B7IKY,IC50,.,.,HT-29,<=100nM
TPD-TEONLH,IC50,.,.,HT-29,<=100nM
TPD-L4MWOF,IC50,.,.,HT-29,<=100nM
TPD-HQPUMB,IC50,.,.,HT-29,<=100nM
TPD-KH3KK9,IC50,.,.,HT-29,>300nM
TPD-6B7IKY,IC50,.,.,MDAMB231,<=100nM
TPD-TEONLH,IC50,.,.,MDAMB231,<=100nM
TPD-HQPUMB,IC50,.,.,MDAMB231,<=100nM
TPD-Y158Z5,IC50,.,.,Mino,0nM<x≤5nM
TPD-Y158Z5,IC50,.,.,Daudi,500M<x≤1000nM
TPD-UJ9L4F,IC50,.,.,TMD-8,5nM<x≤10nM
TPD-UJ9L4F,IC50,.,.,.,0μM<x≤0.6μM
TPD-Y7A93K,Dmax ,IKZF1,Q13422,.,29.2±0.5%
TPD-Y7A93K,Dmax ,IKZF1,Q13422,.,15.2±0.2%
TPD-TCNLE6,Dmax ,CK1α,P48729,.,67±1.1%
TPD-O5HN8Y,Dmax ,CK1α,P48729,.,67±1.4%
TPD-L8JMBY,Dmax ,CK1α,P48729,.,69.8±0.5%
TPD-RX11GO,Dmax ,CK1α,P48729,.,55.4±3.9%
TPD-OPCTPQ,Dmax ,CK1α,P48729,.,57.6±3.5%
TPD-TCNLE6,Dmax ,CK1α,P48729,.,60.2±3%
TPD-O5HN8Y,Dmax ,CK1α,P48729,.,57.6±1.7%
TPD-L8JMBY,Dmax ,CK1α,P48729,.,63.7±1.1%
TPD-RX11GO,Dmax ,CK1α,P48729,.,36.2±4.5%
TPD-OPCTPQ,Dmax ,CK1α,P48729,.,33.5±10%
TPD-QAKP4H,Dmax,NEK7,Q8TDX7,HEK293,>75%
TPD-LKQWTD,Dmax,NEK7,Q8TDX7,HEK293,>75%
TPD-X0MNSY,Dmax,NEK7,Q8TDX7,HEK293,25%≤x<50%
TPD-HDWLJP,Dmax,NEK7,Q8TDX7,HEK293,50%≤x≤75%
TPD-BAPCCU,Dmax,NEK7,Q8TDX7,HEK293,<25%
TPD-DGC2B7,Dmax,NEK7,Q8TDX7,HEK293,50%≤x≤75%
TPD-Z1ZHTE,Dmax,NEK7,Q8TDX7,HEK293,>75%
TPD-N76G5L,DC50,GSPT1,P15170,NCI-H1155,100nM≤x
TPD-0JF90O,DC50,GSPT1,P15170,NCI-H1155,<1nM
TPD-VF5C6F,DC50,GSPT1,P15170,NCI-H1155,<1nM
TPD-KMD5EP,DC50,GSPT1,P15170,NCI-H1155,1nM≤x<5nM
TPD-ECHE5W,DC50,GSPT1,P15170,NCI-H1155,<1nM
TPD-R8HX47,DC50,GSPT1,P15170,NCI-H1155,<1nM
TPD-YCQSKD,DC50,GSPT1,P15170,NCI-H1155,1nM≤x<5nM
TPD-ZA9MQ2,DC50,GSPT1,P15170,NCI-H1155,<1nM
TPD-EMU4A5,DC50,GSPT1,P15170,NCI-H1155,1nM≤x<5nM
TPD-JVVO7W,DC50,GSPT1,P15170,NCI-H1155,1nM≤x<5nM
TPD-N76G5L,IC50,.,.,NCI-H1155,1μM≤x
TPD-0JF90O,IC50,.,.,NCI-H1155,<100nM
TPD-VF5C6F,IC50,.,.,NCI-H1155,<100nM
TPD-KMD5EP,IC50,.,.,NCI-H1155,<100nM
TPD-ECHE5W,IC50,.,.,NCI-H1155,<100nM
TPD-R8HX47,IC50,.,.,NCI-H1155,<100nM
TPD-YCQSKD,IC50,.,.,NCI-H1155,<100nM
TPD-ZA9MQ2,IC50,.,.,NCI-H1155,<100nM
TPD-EMU4A5,IC50,.,.,NCI-H1155,<100nM
TPD-JVVO7W,IC50,.,.,NCI-H1155,<100nM
TPD-GTLQQ4,IC50,.,.,NCI-H1155,<100nM
TPD-GTLQQ4,IC50,.,.,NCI-H526,<100nM
TPD-GFX0D5,IC50,.,.,NCI-H1155,1.4nM
TPD-XUW2XL,IC50,.,.,NCI-H1155,5nM
TPD-ZSGS23,IC50,.,.,NCI-H1155,21nM
TPD-GFX0D5,IC50,.,.,.,83nM
TPD-ZSGS23,IC50,.,.,.,167nM
TPD-GUXSDJ,IC50,.,.,HGC27,139 nM
TPD-EUD09L,IC50,.,.,HGC27,225 nM
TPD-0LNPDG,IC50,.,.,HGC27,62 nM
TPD-YTQJQ2,IC50,.,.,HGC27,25 nM
TPD-BSCJ7R,IC50,.,.,HGC27,41 nM
TPD-ICZMU1,IC50,.,.,HGC27,75 nM
TPD-Z0GIO8,IC50,.,.,HGC27,520 nM
TPD-5KWJQR,IC50,.,.,HGC27,68 nM
TPD-XILW5Q,IC50,.,.,HGC27,8 nM
TPD-MZ15CR,IC50,.,.,HGC27,39 nM
TPD-YAO9KF,IC50,.,.,HGC27,29 nM
TPD-IY59BI,IC50,.,.,HGC27,32 nM
TPD-F9IXT3,IC50,.,.,HGC27,26 nM
TPD-KWKLMR,IC50,.,.,HGC27,25 nM
TPD-GUXSDJ,IC50,.,.,NCI-N87,26nM
TPD-YTQJQ2,IC50,.,.,NCI-N87,7.5nM
TPD-BSCJ7R,IC50,.,.,NCI-N87,13nM
TPD-5KWJQR,IC50,.,.,NCI-N87,3.1nM
TPD-XILW5Q,IC50,.,.,NCI-N87,<1nM
TPD-MZ15CR,IC50,.,.,NCI-N87,32nM
TPD-YAO9KF,IC50,.,.,NCI-N87,48nM
TPD-IY59BI,IC50,.,.,NCI-N87,32nM
TPD-F9IXT3,IC50,.,.,NCI-N87,19nM
TPD-KWKLMR,IC50,.,.,NCI-N87,30nM
TPD-O75JPC,IC50,.,.,NCI-N87,112nM
TPD-1BGP4U,EC50,RBM39,Q14498,.,19.9nM
TPD-C4QK4C,EC50,RBM39,Q14498,.,87.3nM
TPD-HTZ73F,EC50,RBM39,Q14498,.,20212.1nM
TPD-49EA9O,EC50,RBM39,Q14498,.,563.8nM
TPD-KIYLEA,EC50,RBM39,Q14498,.,1893.2nM
TPD-TNRPK3,EC50,RBM39,Q14498,.,1101.7nM
TPD-VKAVOR,EC50,RBM39,Q14498,.,3769.8nM
TPD-QA3K6B,EC50,RBM39,Q14498,.,7700.5nM
TPD-ILEIGY,IC50,.,.,.,0.5μM<x≤1μM
TPD-87SIZ6,IC50,.,.,.,≤0.5μM
TPD-OVAARG,IC50,.,.,.,0.5μM<x≤1μM
TPD-HAKPLW,IC50,.,.,.,1μM<x≤1.9μM
TPD-WEBL01,IC50,.,.,.,0.5μM<x≤1μM
TPD-JPRRVS,IC50,.,.,.,0.5μM<x≤1μM
TPD-XQTWE5,IC50,.,.,.,≤0.5μM
TPD-UU6XAW,IC50,.,.,.,0.5μM<x≤1μM
